,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,rimmade/(rimmade+rimmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,rating
25458,2011,kawhi leonard,108.7,27.7,46.3,50.78,11.4,25.9,16.4,15.1,175,371,0.472,23,81,0.284,1.9,2.8,32.1,So,4.17759,123.012,88.8,81.558,33.0,5.00299,3.27279,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,4.51629,0.7959,85.3916,5.15728,263.03,8.2352,3.75988,4.47532,8.27578,91.64
25627,2016,keita bates diop,109.4,18.7,51.1,54.91,5.2,16.5,7.2,13.5,105,200,0.525,36,111,0.324,4.3,1.4,28.6,So,2.52077,111.233,94.4,94.5038,31.5152,2.71356,2.10802,1.4545,4.9091,6.3636,1.0909,0.7273,1.2424,11.7576,6.25346,0.7174,98.079,3.72544,203.288,4.71681,1.67119,3.04562,4.82157,33.11
25837,2010,kemba walker,106.2,23.7,45.4,52.54,3.1,9.5,29.2,20.2,114,265,0.43,38,112,0.339,1.2,3.4,53.6,So,3.80355,116.858,97.8,91.2576,35.2059,3.36942,2.77856,0.9412,3.3235,4.2647,5.0588,2.0588,0.4412,14.6176,5.41972,0.5804,97.6606,4.30595,225.079,5.87157,3.95604,1.91554,6.14797,63.31
26119,2010,kent bazemore,99.5,21.0,50.4,50.55,4.7,13.5,24.5,23.0,111,217,0.512,9,30,0.3,2.1,4.4,44.9,So,1.48845,101.814,21.6,84.262,26.75,0.825497,5.63023,1.1111,3.0556,4.1667,3.3611,1.8611,0.4722,8.4167,1.96027,0.6944,86.69,3.90751,206.619,6.87362,1.49319,5.38043,6.45573,39.84
26123,2013,kentavious caldwell pope,112.7,27.2,53.0,57.91,4.3,19.7,16.8,13.8,102,205,0.498,84,225,0.373,1.9,3.8,39.3,So,4.93099,127.771,97.8,87.0285,33.9375,8.44938,3.88088,1.1562,5.9062,7.0625,1.8125,2.0312,0.5312,18.4688,13.215,0.6702,89.8474,4.50765,245.772,10.4573,7.10835,3.34899,12.3303,44.9
26390,2018,kevin huerter,116.3,21.5,61.1,63.6,3.9,13.1,20.0,20.4,87,145,0.6,70,169,0.414,2.1,1.1,30.9,So,4.34565,124.433,87.2,97.7407,34.3438,5.57339,1.52889,0.9688,4.0625,5.0312,3.375,0.625,0.6562,14.75,9.52558,0.7105,102.028,3.76114,183.882,7.2145,5.37478,1.83972,7.10227,46.01
26730,2013,khem birch,109.9,17.0,56.3,59.06,12.0,16.3,5.3,18.6,67,119,0.563,0,0,0.0,12.0,1.8,68.1,So,1.78585,108.916,97.4,82.3431,21.8462,2.02006,5.2956,2.3077,3.4231,5.7308,0.5769,0.6923,2.6154,7.1538,0.0,0.7059,86.5249,3.28637,137.393,9.21504,0.686356,8.52869,7.31565,33.04
26741,2011,khris middleton,107.6,27.5,50.9,56.1,8.1,13.4,23.6,21.0,117,240,0.487,38,102,0.373,0.2,2.4,42.4,So,3.60291,121.486,79.8,92.3172,29.9375,5.84468,1.86073,1.9375,3.3125,5.25,2.8125,1.1562,0.0625,14.4062,6.68936,0.6087,95.4313,3.54006,170.441,6.67313,4.3717,2.30143,7.70541,57.49
26971,2010,klay thompson,102.3,29.2,48.7,53.73,4.0,13.3,15.0,19.8,118,263,0.449,73,204,0.358,2.2,2.4,34.5,So,3.82694,117.516,91.8,100.12,35.2667,3.88801,-0.18377,1.1667,3.9,5.0667,2.2,1.4,0.7,19.4667,11.4471,0.6118,103.367,3.17592,192.948,2.79355,2.55868,0.234873,3.70424,56.43
27165,2015,kris dunn,103.1,30.0,50.9,54.59,2.9,16.1,50.0,24.8,158,313,0.505,27,77,0.351,1.1,4.9,44.1,So,4.03776,121.826,97.0,87.351,34.0303,4.81497,4.76617,0.8485,4.6061,5.4545,7.4848,2.7273,0.303,15.6061,4.15246,0.5808,93.2564,4.69394,250.596,10.7218,6.00374,4.71809,9.58114,40.8
27321,2014,kyle anderson,110.6,26.0,51.7,56.62,4.5,25.5,34.3,20.2,153,319,0.48,28,58,0.483,2.7,3.1,49.3,So,4.05962,123.524,99.6,90.2755,33.2222,6.03776,3.96129,1.25,7.5,8.75,6.4722,1.7778,0.75,14.6389,2.7613,0.6364,94.3457,4.543,282.93,9.78061,4.28947,5.49115,9.99905,44.06
27451,2016,kyle kuzma,103.2,24.6,54.6,55.82,9.6,17.7,12.2,19.6,135,234,0.577,13,49,0.265,1.8,0.8,36.0,So,2.17031,114.135,62.8,97.4475,24.2,1.30433,0.205394,1.8,3.9714,5.7714,1.4286,0.3429,0.4571,10.5714,3.42129,0.6964,102.368,2.60876,150.789,2.34028,1.28792,1.05235,1.50972,26.59
27823,2020,lance thomas,97.0,15.9,48.3,50.22,6.3,11.2,4.7,17.1,28,55,0.509,19,62,0.306,7.6,1.6,18.8,So,0.468504,94.6993,76.2,86.3786,14.5517,-0.98934,3.74559,0.7931,1.6897,2.4828,0.3448,0.4138,1.069,4.4138,8.00925,0.5588,88.7349,2.0507,89.7341,4.05975,-0.811293,4.87104,2.75625,18.86
27855,2018,landry shamet,127.5,21.0,62.2,65.54,1.6,9.7,28.8,17.9,70,125,0.56,84,190,0.442,0.7,1.3,32.7,So,5.01824,133.749,70.6,102.035,31.7188,7.29565,0.3634,0.4375,2.7812,3.2188,5.1875,0.7188,0.1875,14.9062,10.695,0.6623,104.926,2.99378,169.509,6.47206,7.53766,-1.06559,7.65905,36.28
27866,2012,langston galloway,125.2,18.8,60.9,63.16,3.6,10.2,13.0,10.8,92,180,0.511,90,193,0.466,1.6,1.7,24.9,So,4.95025,126.355,66.4,99.322,35.7353,5.46516,0.796362,1.0,3.5,4.5,2.2353,1.0294,0.5882,15.5,9.57148,0.6818,103.142,3.29084,197.439,6.56982,6.44762,0.122205,6.26152,37.46
28794,2010,luke babbitt,120.4,26.0,54.0,61.23,6.5,19.1,10.9,13.9,203,393,0.517,42,100,0.42,1.9,1.5,43.0,So,5.74256,130.134,96.6,99.6456,37.5455,6.51045,0.568331,2.0606,6.8182,8.8788,2.1212,1.0,0.7879,22.0303,4.58286,0.6261,103.76,3.47298,246.614,4.8202,4.59114,0.229052,7.07878,29.5
28841,2017,luke kennard,127.3,23.0,57.9,62.91,3.9,12.1,13.6,11.2,149,284,0.525,88,201,0.438,0.9,1.4,38.6,So,6.41199,139.823,96.0,96.1443,35.5135,8.06344,1.33362,1.1622,3.9189,5.0811,2.4595,0.8378,0.3514,19.5135,8.7589,0.6322,103.155,4.04067,215.166,8.02895,7.36515,0.6638,9.39706,33.57
29141,2014,malcolm brogdon,114.1,22.8,47.4,54.47,3.6,17.3,19.4,13.1,106,244,0.434,44,119,0.37,0.5,2.5,39.7,So,3.87694,123.975,80.6,85.6908,31.4324,4.38505,4.30077,0.8919,4.5405,5.4324,2.7297,1.1892,0.1351,12.7027,6.7323,0.5841,90.121,4.78215,216.707,9.0741,4.90981,4.16429,8.68582,54.39
29776,2010,marcus morris,121.3,22.6,59.0,61.0,12.8,14.0,8.1,13.6,162,273,0.593,12,32,0.375,1.3,2.2,49.2,So,3.84172,130.867,77.6,87.3953,24.6944,5.88628,1.73189,2.6667,3.4444,6.1111,1.0278,0.9444,0.3333,12.75,2.04563,0.7143,93.09,3.32817,171.08,7.92823,6.38933,1.5389,7.61817,39.72
29827,2014,marcus smart,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,114,222,0.514,49,164,0.299,1.9,5.0,64.8,So,4.50623,128.811,98.2,87.4668,32.7097,5.92469,5.00823,1.4194,4.4839,5.9032,4.7742,2.871,0.5806,17.9677,9.21149,0.7091,91.3572,4.69701,246.092,11.9444,7.06262,4.88179,10.9329,57.53
29844,2013,marcus thornton,107.4,27.5,55.5,59.75,1.4,7.4,18.6,19.3,86,193,0.446,90,205,0.439,1.5,1.5,32.9,So,3.85704,116.412,19.2,111.725,36.5862,5.04024,-3.00179,0.3793,2.3793,2.7586,2.7931,0.8621,0.5172,18.9655,12.2256,0.52,109.103,1.75473,149.647,-0.313477,3.28646,-3.59993,2.03844,33.81
29845,2012,marcus thornton,73.7,14.9,29.5,33.58,7.9,18.0,7.2,23.2,25,88,0.284,4,17,0.235,2.7,1.2,34.3,So,-1.07666,71.6558,76.0,95.8407,22.2963,-5.28764,0.838517,1.5556,3.2222,4.7778,0.7778,0.4074,0.4815,3.037,1.83855,0.3889,100.908,2.33869,100.923,-2.16779,-4.39502,2.22724,-4.44912,33.81
30112,2010,markieff morris,111.0,20.1,59.9,61.19,11.9,20.3,10.7,22.8,76,133,0.571,10,19,0.526,5.5,1.5,64.5,So,1.83523,116.106,76.6,83.6077,17.5278,2.73937,3.49423,1.75,3.5556,5.3056,1.0833,0.4444,0.9722,6.75,1.7116,0.7059,89.0556,2.59106,141.546,8.13544,3.54238,4.59307,6.23359,31.89
30564,2011,mason plumlee,103.7,17.2,59.3,56.82,11.2,23.8,10.5,24.7,112,187,0.599,0,2,0.0,5.8,2.0,49.2,So,1.65048,104.806,94.8,80.9889,25.6486,2.23207,4.80505,2.4595,5.8919,8.3514,1.5676,0.8919,1.6757,7.1622,0.119641,0.748,85.1714,4.08853,243.473,8.83795,1.79522,7.04274,7.03711,36.05
30635,2017,matisse thybulle,106.7,16.9,55.0,57.47,2.9,8.7,10.3,22.2,64,130,0.492,53,131,0.405,2.2,3.9,16.9,So,1.73075,104.538,79.4,103.28,29.9032,0.604559,2.26331,0.8065,2.2903,3.0968,1.7742,2.0968,0.7097,10.4516,7.78629,0.5625,108.554,2.65125,185.235,3.42564,1.55087,1.87478,2.86787,50.71
31080,2011,matthew dellavedova,116.9,21.5,52.0,57.36,3.8,8.4,26.0,18.9,71,154,0.461,66,173,0.382,0.1,2.2,33.0,So,4.24956,120.383,21.0,101.083,36.0312,4.63999,0.076326,1.0938,2.5,3.5938,5.3125,1.3125,0.0312,13.5625,9.03053,0.5738,103.035,3.21861,178.628,4.8658,5.23949,-0.373684,4.71631,34.33
31473,2012,meyers leonard,112.5,22.0,58.6,61.77,9.1,23.5,9.9,18.7,169,280,0.604,1,11,0.091,6.9,0.9,43.6,So,3.62588,118.932,94.2,88.2181,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,0.667608,0.7569,94.6348,4.16046,210.3,6.54568,1.57784,4.96784,6.26746,29.69
31578,2013,michael carter williams,102.6,24.4,43.8,49.13,4.0,11.1,40.2,24.1,120,274,0.438,35,120,0.292,1.7,4.8,47.2,So,3.57977,114.736,95.0,82.318,35.2,3.95766,4.86349,1.275,3.6,4.875,7.3,2.775,0.475,11.85,5.16731,0.589,86.8313,5.29067,299.662,9.12808,4.84479,4.28329,8.82116,45.4
31982,2017,mikal bridges,128.5,15.5,64.4,67.6,5.3,13.4,12.0,16.9,84,121,0.694,44,112,0.393,3.5,3.4,24.0,So,3.95743,126.055,84.0,87.6812,29.8056,5.11735,5.08231,1.1389,3.4167,4.5556,1.9722,1.6667,0.8889,9.75,6.37902,0.8,92.6618,4.26652,224.568,11.7068,5.8698,5.83704,10.1997,57.48
32204,2011,mike muscala,110.6,27.4,52.2,58.0,7.7,22.3,12.2,13.6,183,351,0.521,4,11,0.364,8.1,0.9,43.6,So,3.04878,118.023,9.2,91.451,27.7647,3.23992,2.53424,1.6765,5.6176,7.2941,1.3824,0.4118,1.9706,14.9118,0.703706,0.6897,91.0505,3.40537,213.395,5.41271,0.593159,4.81956,5.77416,37.58
32396,2018,miles bridges,116.2,25.0,53.6,57.26,5.2,18.1,16.6,14.7,138,262,0.527,71,194,0.366,2.5,1.2,24.1,So,4.37194,128.094,97.8,90.6491,31.3824,5.75657,1.85941,1.2647,5.7059,6.9706,2.6471,0.6176,0.7647,17.1176,10.6639,0.6563,94.6045,4.20958,212.43,7.37899,4.75891,2.62008,7.61598,46.58
32433,2010,miles plumlee,107.6,17.0,56.4,58.51,11.1,22.2,3.4,23.1,82,147,0.558,1,1,1.0,3.8,1.8,39.9,So,1.36327,109.606,89.8,81.8136,16.45,-0.0326636,3.26982,1.625,3.3,4.925,0.3,0.5,0.65,5.15,0.0914241,0.7195,86.6352,2.55104,150.267,4.74858,0.764148,3.98444,3.23715,28.89
32718,2014,montrezl harrell,117.8,21.9,61.2,59.16,12.1,19.7,8.2,12.8,221,363,0.609,2,3,0.667,4.8,2.0,41.8,So,3.63237,124.039,84.0,84.4361,29.2973,5.04803,3.07548,3.2432,5.1622,8.4054,1.2162,1.027,1.3243,14.027,0.158204,0.7554,86.5667,4.59993,236.658,8.40936,3.23685,5.17251,8.1235,55.19
32748,2017,moritz wagner,117.3,24.0,63.5,65.36,7.6,15.2,4.7,15.6,123,186,0.661,45,114,0.395,1.6,2.7,35.3,So,3.44307,129.727,76.4,94.912,23.8947,4.88602,1.43868,1.3421,2.8158,4.1579,0.5263,1.0263,0.3684,12.0526,7.90296,0.7667,100.66,2.79332,168.799,5.98291,4.93222,1.05069,6.3247,33.26
33814,2019,nickeil alexander walker,109.8,26.4,54.6,58.59,1.8,13.1,24.6,19.6,132,246,0.537,58,155,0.374,2.3,3.4,35.9,So,4.35834,124.321,92.2,89.4234,34.3235,4.23851,3.69853,0.4706,3.6176,4.0882,3.9706,1.8824,0.5294,16.1765,8.2774,0.6067,93.6096,4.73346,237.568,7.45115,3.8025,3.64865,7.93704,26.32
33919,2014,nik stauskas,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,93,186,0.5,92,208,0.442,0.9,1.0,51.8,So,6.20589,138.919,78.2,101.814,35.5833,8.06205,0.355509,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,10.3848,0.6092,107.646,3.41738,171.682,7.59555,7.78089,-0.185343,8.41756,21.33
33973,2010,nikola vucevic,107.2,19.8,52.0,55.27,12.1,23.2,8.9,18.8,118,214,0.551,8,36,0.222,4.5,1.2,34.0,So,2.71652,110.187,44.0,82.5209,32.2667,2.62844,3.7254,3.1333,6.3,9.4333,1.2,0.6,1.3,10.7,2.34214,0.7128,86.6694,4.88396,201.056,7.4177,1.63169,5.78601,6.35383,47.37
34172,2013,norman powell,96.1,14.5,50.8,52.74,0.6,9.8,8.3,19.5,52,90,0.578,27,92,0.293,2.2,1.9,22.0,So,0.599056,93.1733,89.6,96.3437,22.0857,-0.890556,1.47292,0.1143,2.0571,2.1714,1.0571,0.7143,0.5143,6.0571,6.83733,0.6897,100.571,2.2335,133.078,2.59829,0.499896,2.09839,0.582363,33.45
34281,2017,og anunoby,115.6,20.5,61.5,61.12,8.5,16.1,11.0,18.0,54,77,0.701,14,45,0.311,5.5,3.0,39.3,So,2.65134,118.678,41.4,95.1539,25.125,4.83015,3.0147,1.75,3.6875,5.4375,1.4375,1.3125,1.3125,11.0625,6.38437,0.7778,98.5464,2.89972,88.5137,8.72022,4.65725,4.06298,7.84486,51.4
34726,2013,pat connaughton,118.6,14.0,56.3,57.88,2.8,14.3,12.8,12.7,51,91,0.56,58,154,0.377,1.1,0.9,19.6,So,3.12815,114.144,80.8,97.364,32.0857,3.7499,1.5188,0.7143,3.9714,4.6857,2.1429,0.4571,0.3429,8.8571,8.81984,0.7143,101.518,3.08928,172.682,6.14174,4.25527,1.88646,5.2687,42.13
34820,2016,patrick mccaw,112.6,20.3,54.6,57.93,3.4,12.7,23.0,16.3,92,163,0.564,62,176,0.352,1.2,3.8,30.7,So,3.12744,114.942,60.6,94.5414,34.1613,3.93913,3.46679,1.0968,4.0968,5.1935,3.871,2.4194,0.4194,14.5161,8.98017,0.6635,96.4163,3.98331,233.53,7.26551,4.22015,3.04537,7.40592,23.07
34918,2010,paul george,105.6,27.3,51.0,57.22,6.8,18.6,22.6,20.8,92,188,0.489,58,163,0.356,3.0,3.9,34.8,So,3.43996,115.602,61.6,92.7156,33.1786,4.41774,2.32799,1.9286,5.2857,7.2143,3.0714,2.1429,0.8571,16.7143,10.3973,0.6604,94.6435,3.89014,210.186,6.68486,3.41633,3.26852,6.74572,72.92
35085,2012,perry jones iii,110.6,22.6,51.0,53.61,10.8,18.6,8.8,14.4,169,328,0.515,10,33,0.303,2.1,1.7,28.3,So,3.68928,120.236,98.8,90.4005,30.9062,3.49204,0.758121,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,1.98934,0.697,96.8961,3.84024,188.837,4.93194,3.43733,1.4946,4.25016,21.52
35394,2019,pj washington,116.1,25.4,56.7,59.19,10.2,19.9,13.1,15.8,157,286,0.549,33,78,0.423,4.8,1.7,48.9,So,4.36954,130.806,97.2,86.8161,29.2571,6.29404,3.70956,2.3429,5.2286,7.5714,1.8,0.8571,1.2286,15.1714,4.53879,0.6569,92.7403,4.29843,220.01,10.1556,5.26992,4.88566,10.0036,42.24
35599,2010,quincy acy,124.4,16.5,69.1,70.35,9.5,14.4,2.4,19.3,130,188,0.691,0,0,0.0,3.4,1.2,45.7,So,3.09071,123.919,60.8,93.2629,23.4857,4.16268,1.28903,1.7714,3.3143,5.0857,0.2857,0.4571,0.7714,9.2,0.0,0.7967,99.0395,2.68985,146.535,5.29881,4.35961,0.939201,5.45171,31.31
35644,2013,quinn cook,109.1,21.1,49.2,52.93,1.9,11.0,29.0,18.1,96,223,0.43,55,140,0.393,0.4,2.5,20.1,So,3.59508,116.12,93.6,90.278,33.5556,3.41933,2.25417,0.5278,3.3056,3.8333,5.2778,1.4167,0.1389,11.6944,6.77299,0.61,96.5792,4.14818,218.893,6.78644,4.73838,2.04806,5.6735,14.57
36164,2012,ray mccallum,110.0,24.4,49.1,54.58,3.7,12.8,25.6,16.6,149,276,0.54,30,119,0.252,0.7,2.6,44.8,So,3.75213,117.538,95.0,102.307,34.0882,4.51943,0.375011,1.0588,3.5,4.5588,3.9118,1.5,0.2059,15.3824,6.1155,0.6768,101.972,2.8334,203.175,3.79616,4.2804,-0.484236,4.89444,26.46
36318,2012,reggie bullock,118.0,14.9,55.0,55.75,6.8,13.3,8.8,14.4,53,104,0.51,71,186,0.382,0.8,1.4,7.6,So,2.46681,113.787,97.2,90.6043,25.3947,4.24856,2.30126,1.6579,3.4211,5.0789,1.3684,0.6579,0.2105,8.8158,10.5197,0.5833,95.1993,3.13945,180.368,8.31523,5.49046,2.82477,6.54981,36.92
36347,2010,reggie jackson,106.7,26.2,47.8,51.57,7.5,14.7,30.5,20.0,113,227,0.498,32,110,0.291,1.5,1.2,31.2,So,3.66328,120.762,82.4,97.8,30.129,5.21254,0.666129,1.9032,3.7742,5.6774,4.4839,0.6129,0.4516,12.871,7.18687,0.6,101.051,3.00102,157.694,6.3706,5.19255,1.17805,5.87867,43.82
37078,2010,robert sacre,101.2,22.2,52.2,55.93,9.1,14.8,4.6,20.2,116,224,0.518,1,1,1.0,7.8,1.6,75.6,So,1.72304,105.428,65.2,90.8069,25.4848,-0.0525228,2.53214,1.8788,3.5455,5.4242,0.6061,0.697,1.9394,10.3636,0.0679069,0.7386,94.2778,3.12138,181.333,3.79492,-0.544877,4.3398,2.47962,21.93
37230,2014,rodney hood,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,4.75453,130.16,94.4,100.347,32.8571,6.11765,0.524428,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,8.91425,0.6351,105.837,3.33286,164.685,6.3778,5.83042,0.547379,6.64208,29.99
37244,2011,rodney mcgruder,117.8,16.5,55.1,56.97,7.4,15.4,10.4,16.3,58,122,0.475,66,163,0.405,0.7,1.3,23.5,So,3.22425,116.531,79.0,93.1356,30.697,4.94318,1.43566,2.0,3.9394,5.9394,1.5758,0.697,0.2121,10.9394,9.33175,0.6111,98.2677,3.59941,178.648,7.08564,4.96892,2.11672,6.37884,23.78
37444,2015,rondae hollis jefferson,113.8,20.9,51.3,57.33,9.0,20.1,10.1,15.5,132,246,0.537,6,29,0.207,3.4,2.4,74.5,So,3.20009,119.63,97.2,82.7697,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,1.58521,0.7165,86.8974,4.42793,234.584,9.57925,3.75175,5.82751,8.24463,43.95
37616,2018,rui hachimura,120.2,23.9,57.7,62.45,7.4,18.0,5.5,13.7,154,254,0.606,5,26,0.192,2.7,1.4,47.1,So,2.7934,127.208,70.6,93.5567,20.7027,3.89813,1.95802,1.2703,3.4324,4.7027,0.6216,0.5135,0.5135,11.5676,1.93922,0.6805,95.5324,2.54398,154.204,2.94623,1.66526,1.28097,5.85615,20.03
37674,2013,ryan anderson,102.7,28.6,48.0,51.17,10.8,20.6,12.8,13.4,179,368,0.486,3,14,0.214,1.7,1.3,46.3,So,3.60832,118.254,73.4,99.5109,31.625,3.14111,-1.38092,2.6562,5.3125,7.9688,1.5625,0.6562,0.5,14.9062,0.867401,0.6443,104.178,2.88506,180.707,0.74646,1.25021,-0.503755,1.76019,46.01
37812,2011,ryan kelly,120.1,14.9,57.6,60.2,6.6,13.4,7.3,15.3,73,115,0.635,22,69,0.319,6.1,1.9,22.3,So,2.16046,117.266,97.0,85.8437,20.0811,3.72964,4.60698,1.1351,2.5946,3.7297,0.8378,0.6757,1.3784,6.6216,5.27053,0.8246,90.2769,2.86274,159.306,9.51621,3.84658,5.66962,8.33662,24.76
38114,2014,sam dekker,114.7,22.4,52.8,55.78,7.3,17.5,10.0,10.2,126,229,0.55,42,129,0.326,1.9,1.6,38.3,So,3.89296,126.027,97.8,94.1246,29.8421,5.41182,1.77191,1.7105,4.3684,6.0789,1.3684,0.7632,0.5789,12.4211,7.20685,0.66,99.6187,3.67013,200.736,7.0007,4.79227,2.20843,7.18373,23.15
38610,2012,sean kilpatrick,115.2,20.4,53.5,55.72,4.5,10.7,13.0,13.3,93,187,0.497,92,245,0.376,1.0,2.4,20.4,So,4.17038,120.994,32.0,94.1126,34.5135,5.89626,1.88939,1.4054,3.1622,4.5676,2.1081,1.3243,0.3243,14.2703,11.9094,0.5714,97.2827,3.80917,206.953,6.96628,5.26265,1.70363,7.78565,8.65
38611,2011,sean kilpatrick,113.2,24.1,52.5,55.8,6.9,11.9,16.2,15.5,68,139,0.489,46,122,0.377,0.3,2.4,34.5,So,2.58393,122.589,32.0,91.4846,20.5714,5.67783,1.56558,1.2,1.9714,3.1714,1.4857,0.7714,0.0571,9.6857,10.604,0.6375,95.419,2.52098,119.069,5.96487,4.82449,1.14039,7.24341,8.65
38767,2011,seth curry,122.9,15.9,55.6,59.6,1.8,6.0,13.5,13.5,37,92,0.402,64,147,0.435,0.5,3.2,35.6,So,3.08462,121.858,41.8,89.643,24.973,4.1863,4.09074,0.3784,1.4324,1.8108,2.0,1.4054,0.1351,9.0,9.03321,0.5714,94.2724,3.23089,167.636,8.14067,5.65594,2.48472,8.27704,39.62
38817,2012,shabazz napier,107.4,23.6,47.3,52.46,2.3,8.5,32.6,20.7,77,184,0.418,59,166,0.355,0.8,2.9,42.3,So,3.80211,117.325,83.8,96.1535,35.0294,3.35053,1.33222,0.6765,2.8529,3.5294,5.8235,1.6471,0.2647,12.9706,8.61408,0.5714,101.471,3.63024,195.93,5.42218,4.83618,0.586005,4.68274,43.45
38832,2017,shake milton,121.0,19.3,55.5,58.15,1.5,11.7,24.2,16.3,70,154,0.455,82,194,0.423,1.2,2.2,26.1,So,4.46704,124.186,82.2,93.7433,35.3714,4.58212,2.73145,0.4286,3.6857,4.1143,4.5429,1.2571,0.3143,13.0,9.81115,0.5741,95.5281,4.31919,220.671,7.04664,5.2077,1.83894,7.31357,29.83
38903,2013,shane larkin,117.2,21.8,56.9,59.97,1.6,10.4,26.1,17.9,114,212,0.538,69,170,0.406,0.3,3.4,29.3,So,4.92257,124.335,76.8,89.0169,36.4167,5.09768,3.44479,0.4722,3.3611,3.8333,4.5556,1.9722,0.1111,14.5,8.09055,0.5877,94.4082,4.64512,239.198,9.1676,6.45891,2.70868,8.54247,32.43
39239,2010,shelvin mack,109.0,24.9,53.9,56.45,2.2,13.0,25.1,16.9,120,239,0.502,72,184,0.391,0.5,2.8,25.8,So,3.57458,119.205,41.4,88.2029,30.8684,4.76097,3.13265,0.5263,3.2105,3.7368,3.0263,1.3684,0.1316,14.1053,9.78418,0.6262,92.5344,4.08919,214.017,7.45849,4.31592,3.14258,7.89362,32.68
39476,2011,solomon hill,110.6,18.4,52.6,57.93,8.7,14.3,13.2,21.8,87,166,0.524,17,48,0.354,0.7,2.0,46.7,So,2.24738,112.317,91.8,94.5551,25.1842,2.45928,1.78321,1.7105,3.0,4.7105,1.7368,0.8421,0.1842,7.9737,2.9998,0.6867,99.5799,2.79222,173.293,6.63775,3.96832,2.66943,4.24248,34.07
39519,2013,spencer dinwiddie,114.7,24.2,49.0,59.13,1.0,9.8,20.2,17.1,83,174,0.477,47,139,0.338,1.6,2.5,76.7,So,4.59338,126.573,73.8,91.7968,32.5152,5.36376,3.37393,0.2727,2.9091,3.1818,3.0,1.3333,0.4848,15.303,7.84923,0.5857,96.7152,3.79077,190.309,7.25466,4.9562,2.29846,8.73769,48.81
39821,2015,sterling brown,126.0,12.3,61.2,63.58,8.4,14.4,15.7,18.6,44,76,0.579,20,45,0.444,1.4,2.2,28.9,So,2.31476,114.926,78.4,92.9705,23.9412,3.30248,2.84638,1.5,3.0588,4.5588,2.0588,0.8529,0.2353,5.2059,3.53494,0.6923,94.8777,2.89276,145.553,7.35739,4.66112,2.69627,6.14885,28.37
40348,2012,tarik black,119.7,18.4,68.9,67.35,10.7,12.0,1.3,16.2,144,209,0.689,0,0,0.0,6.2,1.5,68.4,So,3.13396,121.398,87.8,91.6055,25.5714,2.85811,2.15352,2.0571,2.8,4.8571,0.1714,0.6286,1.5143,10.6571,0.0,0.7564,94.278,3.05018,162.086,5.61055,3.03669,2.57385,5.01162,27.38
40423,2014,taurean prince,100.1,25.4,50.3,54.85,9.4,13.8,9.0,24.2,61,124,0.492,14,39,0.359,1.5,2.4,49.7,So,1.13165,111.881,62.6,97.0134,14.0278,0.77754,1.12707,1.1111,1.6944,2.8056,0.5833,0.5278,0.1944,6.1389,4.78677,0.6111,103.455,1.56848,88.9863,1.66807,1.00966,0.658405,1.90461,33.63
40660,2017,terence davis,109.4,26.6,54.1,56.73,6.0,16.0,16.8,16.6,151,268,0.563,49,147,0.333,2.2,3.0,28.7,So,3.13316,123.72,66.0,96.1286,25.3056,4.70257,2.2658,1.4167,3.8611,5.2778,1.75,1.3889,0.5,14.8611,8.78395,0.764,99.7895,2.86074,206.092,6.32343,4.3611,1.96233,6.96837,50.1
40806,2012,terrence jones,111.9,22.3,52.3,54.66,10.8,16.3,8.7,14.9,161,305,0.528,16,49,0.327,5.8,2.7,44.6,So,3.64652,121.547,98.4,83.155,29.3158,5.02827,4.14732,2.5263,4.6316,7.1579,1.3421,1.2895,1.7895,12.3421,2.62579,0.7365,87.6108,4.39391,245.885,9.92667,5.05142,4.87525,9.17559,26.18
40817,2012,terrence ross,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,143,276,0.518,72,194,0.371,3.0,2.3,20.0,So,3.61052,119.412,93.8,92.0641,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,10.0374,0.6897,95.3759,3.67196,235.384,5.77755,3.37502,2.40253,7.31254,38.78
