,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
22136,Combo G,2014,john papale,123.2,57.6,59.67,7.6,2.41577,111.581,2.40477,1.2,3,2.32826,42.72210206267523
22138,Combo G,2016,john papale,116.6,55.3,57.04,11.4,2.27914,106.007,1.81741,2.1212,1,1.95506,35.51928429753169
22139,Scoring PG,2015,john papale,112.3,52.4,54.26,19.9,1.90412,102.126,0.9108,3.4,2,1.5261,35.945988872316434
22152,Combo G,2018,john petty,99.2,53.7,55.03,12.4,1.4961,102.927,1.88574,1.8056,4,2.89429,46.28707561225539
22163,Pure PG,2010,john roberson,111.3,52.7,58.89,28.7,3.83258,117.11,3.74578,5.4286,2,3.19437,47.195883009257805
22164,Pure PG,2011,john roberson,102.2,50.5,55.48,24.2,2.66192,108.174,2.09415,4.4333,1,2.58355,40.4867546794373
22176,Scoring PG,2013,john schoof,113.5,62.4,65.3,16.3,2.39328,104.553,1.3036,2.5,3,1.68864,48.7988077502793
22203,Pure PG,2010,john wall,108.7,50.3,56.18,34.8,4.41717,122.661,4.82966,6.5135,4,4.50963,51.926504247763106
22223,Scoring PG,2014,johnathan jordan,106.4,44.9,51.93,32.2,2.5865,110.217,2.04745,5.3548,2,2.40147,41.577247553521396
22224,Pure PG,2012,johnathan jordan,91.0,43.6,49.14,32.4,0.117904,86.7907,-2.58748,4.6,4,2.17067,42.40018815084048
22225,Pure PG,2013,johnathan jordan,100.3,41.8,48.72,34.6,2.46886,104.53,2.083,5.5357,3,1.8342,44.81445497165562
22226,Scoring PG,2013,johnathan loyd,89.4,43.4,47.47,23.7,0.275125,88.8918,-2.1813,2.8919,2,2.78489,34.159784633150224
22228,Pure PG,2014,johnathan loyd,116.1,51.6,59.09,31.7,2.39631,115.857,2.06291,4.7353,1,2.39311,40.632099364600776
22245,Pure PG,2010,johnathon jones,108.2,49.7,55.61,31.8,2.74719,106.843,2.28135,6.3939,1,2.76905,41.22342934646188
22264,Scoring PG,2016,johnnie shuler,91.8,43.8,47.6,18.1,0.495907,91.9012,-1.69023,3.0333,3,2.45164,37.485045023443526
22275,Combo G,2014,johnny dee,117.2,53.7,59.64,10.2,3.92869,122.776,5.12024,1.3636,2,2.88343,48.69149160450743
22277,Combo G,2012,johnny dee,107.2,54.6,57.86,8.4,2.46032,109.602,3.28871,1.1034,4,1.6349,51.27639427968905
22282,Combo G,2013,johnny hill,106.6,50.9,57.36,21.9,1.82166,106.15,0.432695,3.0606,3,2.65525,45.90363664266146
22303,Combo G,2012,johnny moran,98.9,48.7,50.7,8.8,0.876909,93.6811,0.00287354,1.303,1,3.30442,33.682602748301775
22304,Combo G,2011,johnny moran,107.7,52.3,53.34,13.4,2.29551,106.798,2.60334,1.8182,2,2.85764,37.64556878696577
22318,Combo G,2010,johnny wolf,103.1,47.8,55.52,16.7,1.20481,98.7536,0.22876,2.2258,1,1.89043,42.556489547783215
22322,Scoring PG,2019,johquin wiley,84.9,40.2,41.91,28.4,-0.762104,81.1647,-3.59002,4.3871,3,1.73611,29.492383061601256
22323,Scoring PG,2021,johquin wiley,84.3,38.3,44.36,20.6,-0.418469,81.7848,-2.96475,3.8947,2,1.19013,36.241482705661795
22324,Combo G,2020,johquin wiley,89.2,39.5,44.02,17.6,0.0118533,85.4451,-2.31491,3.125,2,0.864787,33.70426819223691
22325,Scoring PG,2018,johquin wiley,83.5,41.4,44.0,17.0,-1.25642,77.6248,-4.66941,2.871,4,0.593704,35.08549723534012
22329,Combo G,2017,jojo anderson,100.5,48.3,55.77,21.6,0.614836,95.4404,-2.03139,2.5,4,1.45731,47.67291826412722
22330,Scoring PG,2018,jojo anderson,100.6,44.0,55.48,19.1,1.6097,106.333,0.527988,2.2143,3,1.22426,52.504942235530926
22331,Scoring PG,2016,jojo cooper,85.3,29.2,38.56,24.3,-0.761972,77.3479,-4.24331,2.9394,3,1.87178,37.313255816132724
22332,Combo G,2017,jojo cooper,91.9,39.7,45.52,21.6,0.159853,89.2344,-2.2672,3.5556,2,2.51788,34.724552978732326
22333,Scoring PG,2018,jojo cooper,105.4,46.4,51.69,34.3,2.3648,106.276,1.1013,6.0909,1,3.19401,35.18033940914068
22334,Scoring PG,2015,jojo cooper,87.9,40.8,46.78,25.8,-0.293298,84.3695,-2.90218,4.0333,4,1.48537,42.30607754706065
22336,Combo G,2017,jojo fallas,93.1,47.4,50.91,11.1,-0.566641,80.2126,-4.08188,1.4828,1,1.34271,31.503720698807744
22339,Combo G,2015,jojo mcglaston,82.9,37.7,41.75,17.9,-0.227008,84.3378,-2.60585,1.9333,3,1.97511,34.91381099417179
22342,Scoring PG,2018,jojo walker,91.8,46.3,51.88,19.7,0.523447,93.7291,-2.40327,2.4375,4,1.68416,43.74369758110361
22343,Combo G,2020,jojo walker,93.4,45.1,49.58,17.1,1.29302,97.0897,-0.0793018,2.5172,2,2.32064,38.65654113693145
22344,Scoring PG,2019,jojo walker,100.2,49.3,53.88,26.1,1.85719,104.83,0.491023,3.3125,3,1.86519,42.092239025936365
22348,Combo G,2020,jomaru brown,84.7,42.2,47.92,21.4,1.30672,97.9751,-1.31236,2.7188,3,2.56888,40.503946818738804
22349,Combo G,2019,jomaru brown,95.4,49.0,52.66,18.7,1.42206,104.158,-0.332572,2.1613,4,2.18673,42.73833651227183
22352,Combo G,2018,jon axel gudmundsson,116.0,56.1,59.98,25.6,3.97791,120.14,3.35038,5.0606,3,3.62579,45.76281914330999
22353,Combo G,2019,jon axel gudmundsson,115.5,53.6,60.15,27.5,4.81528,124.921,4.90627,4.8235,2,4.25187,48.4503515911173
22354,Combo G,2017,jon axel gudmundsson,106.5,50.5,54.59,19.8,1.56236,102.076,-0.500375,3.4516,4,3.06055,43.343960089547025
22359,Scoring PG,2016,jon davis,102.4,47.9,52.36,25.9,1.50893,101.612,-0.375511,4.6667,4,2.13701,42.89481351887403
22360,Scoring PG,2017,jon davis,107.1,53.2,58.22,25.3,3.54929,116.827,3.47816,4.2,3,2.28274,48.43397513959828
22361,Combo G,2019,jon davis,103.1,51.6,58.51,29.4,4.26316,120.57,4.29897,3.6897,1,2.77893,46.06269045284133
22362,Scoring PG,2018,jon davis,98.6,44.7,51.56,33.5,2.82951,110.108,2.11111,5.5172,2,2.01515,42.651314267259
22363,Combo G,2011,jon diebler,141.9,70.6,72.33,11.6,5.92317,134.27,7.87242,2.3784,1,4.38236,48.20070300876419
22370,Scoring PG,2018,jon elmore,112.2,53.0,59.45,31.7,4.85067,124.455,5.15675,6.7222,2,3.5334,49.031720624855545
22371,Scoring PG,2019,jon elmore,104.2,48.9,53.8,26.8,3.53335,116.073,3.60025,5.0541,1,2.95328,39.86980676021153
22372,Scoring PG,2017,jon elmore,109.4,49.4,55.87,30.6,4.03079,120.764,3.96655,5.9143,2,2.21303,45.066581826476614
22373,Scoring PG,2016,jon elmore,109.7,48.0,53.97,26.3,2.86899,112.027,1.61952,5.8,3,1.94631,43.6835314615468
22403,Scoring PG,2010,jon scheyer,128.4,50.3,57.23,25.9,7.19258,142.164,9.09106,4.85,1,4.8524,46.47690779970577
22407,Combo G,2014,jon severe,96.4,41.1,46.9,13.6,2.55411,110.748,1.5022,2.0323,4,1.58943,44.32004492506514
22408,Combo G,2017,jon severe,108.2,55.2,58.78,15.0,1.87051,108.34,1.78403,2.1714,1,1.86834,39.26489769732515
22419,Scoring PG,2018,jon williams,94.8,54.9,56.58,20.5,-0.496829,83.26,-3.9455,3.4545,4,2.37944,40.91196727028256
22420,Pure PG,2019,jon williams,95.2,44.9,50.2,26.5,-0.158204,85.9386,-2.77281,4.2286,3,2.36352,39.301925830992666
22421,Pure PG,2020,jon williams,102.4,51.4,53.11,25.2,0.614921,91.5556,-1.48834,4.0588,2,1.96066,33.69384992723343
22422,Pure PG,2021,jon williams,123.6,59.1,60.39,28.4,3.05694,112.641,2.46723,5.1111,1,1.30986,34.61484288262826
22429,Combo G,2020,jonah jackson,111.2,57.9,58.61,2.5,0.949185,98.1508,0.498449,0.2941,2,1.39688,38.78613413042173
22431,Combo G,2020,jonah mathews,104.4,49.1,52.74,12.2,2.63711,109.257,1.22332,1.9032,1,3.66955,34.96434325646342
22432,Combo G,2019,jonah mathews,108.3,54.1,55.2,11.9,2.37304,108.4,1.83499,2.2121,2,3.07954,37.20279795237449
22436,Scoring PG,2020,jonah radebaugh,118.7,55.9,58.56,35.1,5.30205,125.533,5.35273,6.5161,1,3.95028,38.936439384370665
22444,Combo G,2020,jonas harper,114.8,52.1,53.41,8.0,1.29873,98.6157,-0.788774,1.2647,3,2.38207,35.342304939003995
22447,Combo G,2022,jonas harper,108.8,52.4,54.14,9.2,1.15815,96.7573,-1.02467,1.4571,1,1.6545,31.18445809755914
22448,Scoring PG,2021,jonas james,86.4,42.9,46.11,23.9,-0.104313,84.2546,-4.37749,3.1111,1,2.76781,26.13089585020329
22449,Scoring PG,2020,jonas james,88.5,45.0,50.02,21.0,0.0824573,86.2104,-3.7764,2.871,2,1.94833,35.17485648325802
22450,Scoring PG,2022,jonas james iii,81.7,39.5,41.13,20.6,-0.45935,81.082,-4.58875,2.9667,2,2.29034,25.004153160830263
22466,Combo G,2010,jonathan boyd,91.4,47.0,49.88,11.1,0.436287,90.0614,-0.630523,1.2903,1,1.09904,34.85484892086626
22471,Scoring PG,2019,jonathan dalton,98.6,48.2,54.82,22.3,0.278017,90.3215,-2.81909,3.4194,1,1.72101,36.72720324015827
22473,Pure PG,2018,jonathan dalton,111.2,54.9,58.22,29.1,1.27165,99.1778,-0.846182,5.4194,2,1.17696,37.267827098996165
22485,Scoring PG,2010,jonathan gibson,114.8,56.2,59.69,17.3,3.8896,120.005,4.71999,2.8485,1,2.27085,42.26301660593888
22486,Combo G,2012,jonathan giling,105.9,57.9,59.45,16.5,1.44824,102.9,1.46291,1.7333,4,1.48963,47.21698325131993
22509,Combo G,2021,jonathan jackson jr,78.0,36.9,43.72,18.1,-0.15041,83.5939,-3.84134,1.8824,1,1.71075,32.41381096363377
22527,Scoring PG,2012,jonathan lee,106.8,55.0,59.37,24.4,3.28097,112.834,2.71246,3.4516,2,2.79463,44.74567286686444
22528,Scoring PG,2013,jonathan lee,106.2,47.0,53.32,25.0,2.99387,110.22,2.11253,3.9583,1,2.41463,39.44841705390992
22529,Combo G,2011,jonathan lee,107.3,57.7,64.11,21.2,2.74636,113.116,2.76755,2.8387,3,1.48905,53.85675358507428
22530,Pure PG,2012,jonathan lewis,78.6,41.3,43.17,20.7,-1.54879,67.2545,-5.60828,2.3,2,1.535,28.667622623130622
22541,Combo G,2011,jonathan montgomery,96.3,47.8,51.45,12.1,0.792314,95.3501,-0.142923,1.3448,1,0.551312,35.65966068830151
22544,Scoring PG,2017,jonathan mulmore,95.7,41.7,51.11,16.0,0.0496118,88.5052,-2.9909,1.875,2,2.0369,41.86542937180775
22545,Pure PG,2018,jonathan mulmore,106.4,53.6,61.34,25.7,1.12242,102.421,-1.14086,3.4,1,2.16283,41.42599501750173
22559,Scoring PG,2018,jonathan stark,120.3,55.5,60.46,22.9,5.42381,129.854,6.03922,3.9375,1,3.223,44.095180765026925
22560,Pure PG,2017,jonathan stark,113.9,52.7,56.42,30.8,4.39257,122.71,5.49382,5.2121,2,2.35229,43.5460352362883
22561,Pure PG,2015,jonathan stark,95.1,42.0,45.81,32.3,1.56484,101.73,0.185424,4.4194,3,2.76858,35.8018733230092
22562,Scoring PG,2014,jonathan stark,104.8,47.4,52.8,29.0,2.84414,110.491,1.2615,4.0606,4,1.93302,45.03036930855726
22570,Combo G,2018,jonathan walker,92.0,45.9,49.61,17.3,-0.0259917,87.5081,-3.51424,2.1111,1,0.403865,29.704721308061195
22575,Combo G,2016,jonathan williams,102.8,53.5,55.59,19.8,2.61508,112.08,2.53243,2.871,2,2.43724,39.46768669008568
22576,Combo G,2017,jonathan williams,106.4,50.5,55.64,19.5,3.31208,116.556,2.38581,3.1875,1,2.41151,38.751322414421935
22579,Scoring PG,2017,jonathan williams,101.3,45.1,49.49,24.2,1.38931,104.678,0.180396,3.0882,2,2.52438,34.637631027299285
22581,Pure PG,2018,jonathan williams,107.4,43.8,51.86,32.7,2.18056,109.511,0.735591,5.6875,1,2.58213,36.90995068278926
22586,Combo G,2013,jonathon thompson,117.1,58.2,62.16,21.5,3.73021,116.972,4.65326,3.0882,1,3.40563,44.5494909220943
22588,Scoring PG,2011,jonathon thompson,116.9,57.9,62.62,21.2,1.7633,106.186,0.562153,3.1613,3,2.04921,45.8750254386397
22589,Scoring PG,2012,jonathon thompson,105.8,54.5,57.16,28.6,1.54184,99.6869,0.543434,4.7,2,1.76407,39.319320101783084
22598,Pure PG,2012,jonny marlin,96.8,45.4,51.14,21.9,-0.313098,82.391,-2.73794,3.4483,4,1.55393,44.83103321394576
22599,Combo G,2011,jontae sherrod,108.9,53.0,59.25,15.2,3.51039,119.296,4.51944,1.7742,1,2.55642,46.2574626132912
22600,Combo G,2010,jontae sherrod,87.5,43.3,48.41,12.5,0.592163,91.9886,-3.19004,1.5714,2,1.62445,34.73090148417344
22606,Scoring PG,2012,jontel evans,91.8,48.3,50.31,27.2,0.820612,93.4214,-1.64835,3.875,2,4.21571,32.87526224016893
22608,Pure PG,2011,jontel evans,87.9,40.4,43.06,28.6,0.373463,90.2372,-3.0102,3.5161,3,2.80717,29.958071035615735
22609,Pure PG,2013,jontel evans,83.4,39.8,39.72,32.2,-0.0985099,84.2613,-3.28993,4.8462,1,3.64864,19.283014420462035
22614,Combo G,2016,jontrell walker,98.5,47.9,55.37,16.8,1.29475,104.407,0.910324,1.6667,3,1.29339,48.695659552623
22615,Combo G,2015,jontrell walker,100.1,49.8,55.33,12.0,1.46244,102.247,0.324458,1.8148,4,1.10317,49.04339414058151
22618,Combo G,2012,jordair jett,101.1,48.1,52.01,19.2,1.35434,103.46,1.12719,2.0909,3,2.96179,41.6058984724607
22619,Combo G,2011,jordair jett,83.2,43.5,46.29,21.9,0.189847,88.5318,-2.11137,2.3667,4,2.91926,39.16820200057805
22620,Scoring PG,2014,jordair jett,101.1,50.1,53.07,34.6,2.73766,113.483,2.64563,4.8788,1,4.35126,34.65215809960529
22621,Scoring PG,2013,jordair jett,101.0,53.8,56.28,26.9,1.91811,106.356,1.12436,3.2,2,3.47296,38.48740808373559
22626,Combo G,2014,jordan aaron,102.2,46.7,52.68,17.2,2.26697,108.072,1.24468,2.4333,1,2.66665,38.18419720214696
22627,Scoring PG,2013,jordan aaron,89.7,43.8,48.76,28.8,1.4083,96.6853,-0.566119,3.9667,2,2.15541,37.53726817463981
22631,Combo G,2013,jordan adams,114.9,50.9,57.17,11.3,4.06529,124.531,4.88754,1.7576,4,3.54817,53.005300037944636
22656,Combo G,2016,jordan baker,92.8,44.1,44.76,13.9,-0.793986,78.9622,-3.89733,2.1316,2,2.65659,26.825616631395796
22657,Combo G,2015,jordan baker,101.7,46.2,47.03,12.2,0.244251,90.7128,-1.78743,1.3824,3,2.44239,31.633601566251016
22658,Combo G,2017,jordan baker,105.6,52.0,54.38,15.2,0.584648,93.2424,-1.757,2.4333,1,3.2816,31.528768507957388
22660,Combo G,2013,jordan baker,88.6,46.0,49.29,23.1,1.07342,95.2976,-1.01065,3.0714,3,2.44581,38.717705699708844
22661,Scoring PG,2012,jordan baker,84.8,44.4,46.44,25.0,0.26804,88.6247,-2.04256,2.5714,4,2.08207,37.83423463524928
22666,Scoring PG,2020,jordan barnes,104.1,49.0,53.06,22.7,2.7228,108.613,2.0794,3.7,1,3.3001,37.037334809729316
22667,Combo G,2017,jordan barnes,101.5,46.7,51.88,19.3,0.932514,101.088,-0.00823775,2.0968,4,1.79815,44.38493458404481
22668,Scoring PG,2018,jordan barnes,109.9,54.5,58.51,25.2,3.84519,121.545,4.74693,3.6452,3,3.03082,48.00751982072768
22669,Combo G,2019,jordan barnes,97.1,43.7,50.77,19.6,2.10964,106.086,1.24232,3.2333,2,2.67025,42.70050476000647
22686,Scoring PG,2021,jordan bohannon,119.6,54.5,58.02,23.9,3.78974,122.859,4.79116,4.3871,1,2.69447,39.05156441256988
22687,Combo G,2022,jordan bohannon,121.6,54.1,59.18,10.8,3.25137,120.487,3.76771,1.8056,1,2.34297,40.84290125428471
22688,Scoring PG,2019,jordan bohannon,114.7,51.7,58.09,19.9,3.3766,119.184,3.25765,3.3429,2,2.66746,44.88111518453559
22689,Pure PG,2017,jordan bohannon,111.0,53.5,56.34,30.4,2.73213,115.114,3.5198,5.1471,4,2.40919,46.28340917637987
22690,Pure PG,2018,jordan bohannon,121.6,57.1,61.22,29.2,4.27594,126.82,5.04173,5.3939,3,2.14191,47.26431240247322
22691,Scoring PG,2018,jordan bone,106.9,44.9,49.12,29.8,1.88387,111.454,1.52936,3.5429,3,2.75755,36.72017766771252
22692,Scoring PG,2019,jordan bone,116.6,52.3,55.78,30.5,4.42574,126.581,5.03938,5.8108,2,3.34361,40.347976955656826
22699,Combo G,2017,jordan bowden,109.8,45.6,51.25,11.6,1.83791,111.2,1.62364,1.3333,4,2.46159,44.633530079621906
22701,Combo G,2020,jordan bowden,103.7,45.0,50.59,17.8,3.05325,110.881,1.61461,2.7419,1,3.82716,36.28473124966811
22702,Combo G,2012,jordan brickman,77.2,39.1,40.57,21.3,-1.1427,71.4567,-4.94206,2.1429,2,1.14535,26.71516329986472
22715,Combo G,2012,jordan burgason,118.8,65.6,67.56,10.2,3.47563,116.071,4.99106,1.6316,1,2.12488,47.232148211733374
22716,Combo G,2011,jordan burgason,114.2,59.4,60.94,13.7,2.20237,111.662,4.27132,1.7586,2,1.5613,44.48902709620917
22717,Combo G,2010,jordan burgason,125.6,60.5,62.75,16.1,3.32919,120.695,5.95173,2.3571,3,1.31389,49.116916061209764
22722,Scoring PG,2021,jordan burns,106.4,47.0,53.22,31.3,3.3508,118.456,2.96159,5.3125,1,3.16477,38.21376450044326
22723,Scoring PG,2020,jordan burns,107.6,50.0,53.35,26.5,3.0692,112.495,2.91863,4.5294,2,2.93876,39.28635854054855
22724,Combo G,2018,jordan burns,97.0,49.7,52.87,22.5,1.38492,102.277,-0.0966702,2.9355,4,1.763,42.736054738619934
22725,Pure PG,2019,jordan burns,112.2,54.6,58.02,34.7,3.98752,122.471,4.09249,5.7,3,2.52585,44.29193435880685
22733,Combo G,2012,jordan callahan,94.2,46.6,49.99,14.9,1.15663,95.7004,-0.514346,2.1034,2,3.08345,36.945906188801835
22734,Combo G,2013,jordan callahan,110.3,51.7,53.11,15.1,2.22375,106.523,1.84707,2.0,1,2.2668,32.74130872977685
22736,Scoring PG,2011,jordan callahan,101.7,49.5,52.89,26.5,2.38184,106.26,0.961047,4.037,3,2.63384,40.49467641211107
22737,Combo G,2011,jordan campbell,132.1,68.1,68.2,19.0,2.70795,123.137,7.71509,2.1714,1,2.6836,44.88286260473189
22748,Combo G,2019,jordan caruso,87.5,52.9,56.21,17.4,-0.261449,83.8461,-3.87442,1.7419,4,0.672228,44.19206565228486
22750,Combo G,2018,jordan chatman,121.5,54.5,58.47,7.7,3.64906,116.718,2.29761,1.5882,2,2.99916,40.666546442207384
22751,Combo G,2019,jordan chatman,105.2,47.3,52.41,11.6,2.599,108.891,0.971211,2.037,1,2.67612,36.24405021453923
22761,Combo G,2014,jordan clarkson,109.7,48.1,54.58,23.3,4.42955,125.082,3.71877,3.3714,2,3.20357,42.74702041229968
22762,Combo G,2012,jordan clarkson,106.6,49.1,54.92,18.9,3.72435,118.221,4.09154,2.5484,3,3.21334,48.51565706090501
22763,Combo G,2011,jordan clarkson,96.7,47.8,55.07,17.8,1.77152,107.059,-0.0654497,1.9259,4,2.24599,49.051551758514236
22764,Scoring PG,2019,jordan cohen,122.7,61.3,66.6,20.6,3.61646,120.456,3.6095,3.5806,2,2.30683,48.61450373011948
22766,Combo G,2018,jordan cohen,114.3,52.3,57.1,17.7,1.93385,110.365,1.54997,2.4483,3,1.55365,43.53614774256869
22767,Scoring PG,2020,jordan cohen,107.3,49.7,54.52,26.5,2.92959,111.008,2.7862,4.125,1,2.07605,39.062438947388145
22771,Scoring PG,2019,jordan cornish,76.8,38.3,40.61,27.8,-0.490078,82.7757,-3.94902,4.0645,1,2.23839,23.486595108214242
22772,Combo G,2018,jordan cornish,92.3,44.9,48.6,20.3,0.76515,95.1526,-1.05816,3.2581,2,2.14132,35.13631788083386
22777,Combo G,2010,jordan crawford,113.0,53.2,56.43,20.1,5.0584,131.635,8.04605,2.8857,3,3.6428,49.76570864203447
22784,Scoring PG,2012,jordan daniels,85.1,43.8,45.98,26.2,0.26212,88.8029,-2.17315,2.6452,4,1.81438,37.18834718053456
22785,Scoring PG,2014,jordan daniels,105.4,52.2,56.71,21.3,1.9331,108.791,0.874118,2.5652,3,1.96333,43.12190063840081
22787,Combo G,2017,jordan dartis,124.5,59.9,63.97,8.7,3.04623,112.897,2.5752,1.8065,3,3.43184,48.66582815448521
22788,Combo G,2018,jordan dartis,113.5,57.2,60.28,13.9,2.41297,111.209,2.13736,2.1379,2,2.62953,42.16276703549455
22789,Combo G,2016,jordan dartis,123.9,66.1,69.07,6.8,2.47525,110.667,1.6036,1.2258,4,1.92991,52.484830781789825
22790,Combo G,2020,jordan dartis,113.7,54.4,57.76,7.6,2.90339,111.189,2.6584,1.2414,1,2.60404,39.49221236748117
22791,Combo G,2019,jordan davis,100.2,50.2,52.64,10.2,1.17057,98.0498,-0.0407603,1.8788,3,3.26596,40.38719489857826
22792,Combo G,2018,jordan davis,113.4,55.8,56.87,11.9,1.6954,105.072,1.40505,1.8387,4,2.05795,43.32170302540395
22793,Combo G,2022,jordan davis,92.9,41.6,45.49,12.6,0.375028,89.0171,-2.1346,2.0,1,2.82241,29.9683175437733
22794,Combo G,2021,jordan davis,85.1,41.7,45.0,14.9,0.257848,87.4799,-2.38749,2.087,2,2.5635,32.924176973138714
22797,Pure PG,2017,jordan davis,97.0,51.5,53.32,40.1,2.53298,109.555,1.30332,5.5862,3,2.81131,38.066772357647665
22798,Scoring PG,2019,jordan davis,111.0,51.9,57.41,33.5,4.6777,126.755,4.93705,4.6875,1,3.02349,41.41585207157561
22799,Combo G,2016,jordan davis,102.3,50.9,55.73,16.5,1.34983,102.495,-0.504879,2.1034,4,1.34362,45.68844050754009
22806,Combo G,2020,jordan dingle,94.8,52.0,52.88,13.4,1.74325,101.309,0.455487,2.2,4,2.67623,42.58795424917767
22807,Combo G,2022,jordan dingle,102.2,51.9,55.13,17.4,3.68521,119.067,4.81313,2.3462,3,1.76095,47.26170035962633
22819,Combo G,2018,jordan evans,96.5,43.2,47.59,15.9,1.32986,100.773,-0.269255,2.0,2,1.24346,35.06153439043541
22820,Combo G,2019,jordan evans,93.2,41.1,46.27,16.4,0.970346,97.3602,-0.544332,1.875,1,1.03642,32.80264465719613
22823,Combo G,2018,jordan ford,122.1,59.5,61.37,10.8,3.09829,120.638,3.40099,1.6111,3,2.57996,43.273693205011114
22824,Combo G,2019,jordan ford,119.9,55.7,59.49,14.9,5.96048,134.165,6.32873,2.5,2,3.77044,45.1872086948872
22826,Combo G,2020,jordan ford,119.3,56.1,59.58,13.8,6.2132,133.277,6.96975,2.3333,1,3.59601,43.675176317701876
22835,Combo G,2019,jordan fox,90.8,46.4,47.88,19.5,0.056165,88.0507,-1.98083,2.8125,1,2.335,28.60556762189139
22836,Scoring PG,2017,jordan fox,107.1,52.3,55.51,27.9,2.19838,107.689,0.594615,4.5625,3,2.29802,39.84499726331825
22837,Scoring PG,2018,jordan fox,107.5,51.6,54.59,26.4,2.15704,108.396,1.70317,4.2,2,2.08403,37.829065517218666
22840,Combo G,2022,jordan gainey,109.6,58.9,62.37,13.9,2.7252,109.865,2.2761,2.1562,4,1.94634,52.00945435887757
22847,Combo G,2014,jordan gathers,101.3,47.4,51.96,14.5,1.10465,100.508,-0.5479,2.0645,2,2.52773,37.150132003476486
22850,Combo G,2019,jordan geist,112.8,53.3,57.27,20.2,4.11751,122.892,4.61439,3.0312,1,3.87276,40.25112596014358
22851,Combo G,2018,jordan geist,109.5,54.2,58.24,21.6,2.0687,110.444,1.02093,2.8788,2,3.01839,39.68071240226086
22852,Combo G,2017,jordan geist,98.8,42.3,49.64,18.4,0.938975,100.135,-0.962006,1.9688,3,2.21317,41.457104938243
22862,Combo G,2022,jordan gilliam,93.4,39.4,42.12,16.5,-0.257306,82.2824,-2.78209,2.2,1,2.16893,25.811629823179903
22869,Combo G,2020,jordan goldwire,115.4,55.9,56.78,14.4,1.53964,104.051,0.815293,2.2581,2,3.09607,35.24027039427681
22871,Scoring PG,2021,jordan goldwire,105.8,44.6,46.64,22.0,1.60444,101.625,0.281653,4.0,1,3.12608,27.276905383823294
22873,Scoring PG,2022,jordan goldwire,102.6,48.5,52.46,24.1,2.84025,113.045,1.6871,3.5714,1,3.50051,34.42779899627586
22882,Combo G,2014,jordan green,101.9,50.8,53.36,13.6,0.908102,98.8214,-1.73452,1.5882,2,2.73399,33.298878485450544
22883,Combo G,2015,jordan green,112.1,55.2,59.42,14.7,1.50493,105.332,-0.143683,1.8485,1,2.38136,36.59707957946262
22886,Combo G,2014,jordan gregory,118.5,54.8,60.0,12.5,3.01318,113.908,3.60399,1.9643,2,1.73736,46.642110978682
22887,Combo G,2015,jordan gregory,107.7,49.4,54.45,20.0,3.09765,112.65,3.15933,3.2424,1,2.25531,40.16710426684677
22895,Combo G,2020,jordan hairston,104.1,56.3,59.22,11.5,1.78419,104.025,1.18886,1.2308,4,1.9011,48.981699698006054
22896,Scoring PG,2022,jordan hall,97.6,47.8,49.64,35.0,2.6987,107.613,1.70626,5.8,3,3.55158,37.51704993039742
22897,Scoring PG,2021,jordan hall,97.8,47.0,50.78,35.2,1.98427,103.771,0.736214,5.65,4,2.49451,42.71367470874941
22912,Combo G,2019,jordan heading,103.8,53.7,56.59,16.7,2.35106,107.866,2.1449,2.6129,1,2.09714,38.62651264011772
