,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,multiplier,pt_rating,raptor_rating,war_rating,total_score
1236,kris dunn,dunnkr01,2019,2879,1389,-1.592915729,-0.219146607,-1.812062336,0.973102597,-2.57920824,-1.606105642,-1.085383421,-0.671562286,-1.756945707,0.702422974,0.702422974,0.0,-1.954533821,0.345470701,-1.60906312,-0.191537283,1.0,0.31784460280220883,0.35104313761163736,0.14514579211814585,28.71
1237,kris dunn,dunnkr01,2020,2686,1269,-1.254295204,3.751055629,2.496760425,-3.208160935,4.608503631,1.400342696,-1.688523789,4.147498807,2.458975018,3.376500942,3.376500942,0.0,-2.102712542,4.917245221,2.814532679,0.12056731,1.0,0.5758973529377487,0.5866995232810571,0.24554721692089113,49.74
1287,joel embiid,embiijo01,2019,5350,2488,2.324391637,4.547777597,6.872169234,3.508451602,4.85084895,8.359300552,2.686678599,4.84082089,7.527499489,13.30610109,9.917043174,3.389057914,3.351387023,3.80082494,7.152211963,0.625009715,1.0,0.8289381187091602,0.87001371143218,0.618365816270254,79.17
1288,joel embiid,embiijo01,2020,3491,1651,1.767394638,3.28749248,5.054887118,-3.911543168,2.818190351,-1.093352817,0.679464795,3.365941306,4.045406101,5.745576783,5.676696176,0.068880607,2.028187436,3.795763659,5.823951095,0.827260528,1.0,0.751453333602369,0.6753759096553297,0.3344969755848322,61.87
1289,joel embiid,embiijo01,2021,4084,1942,3.349051283,4.755187622,8.104238904,4.672203999,2.97169359,7.64389759,3.772897767,4.586047697,8.358945464,11.18720942,8.858338815,2.328870606,3.26013817,4.336759673,7.596897843,0.999580855,1.0,0.8548790996429028,0.916488862681113,0.5388095186542271,79.9
1290,joel embiid,embiijo01,2022,5377,2682,3.547521791,4.137991026,7.685512817,3.021905513,3.18162144,6.203526953,3.615599885,4.160000394,7.775600278,14.52112669,12.69572362,1.825403073,3.853333058,4.288259416,8.141592474,0.541375094,1.0,0.8866541428205339,0.883881746205882,0.6639853916422651,82.99
1302,tyler ennis,ennisty01,2018,1441,683,-0.682099488,-0.019827288,-0.701926776,-2.719746083,2.575264697,-0.144481386,-1.129553259,0.519531787,-0.610021472,0.743964667,0.743964667,0.0,-1.380807739,0.491978848,-0.88882889,-0.232307267,1.0,0.3598598393288526,0.41515250718636154,0.14670552418872482,32.73
1334,kenneth faried,farieke01,2014,4534,2178,0.307338564,-1.42937337,-1.122034807,4.612143433,-5.856488267,-1.244344834,1.235652641,-2.428060982,-1.192408341,1.740790342,1.740790342,0.0,1.165807686,-1.532739921,-0.366932235,0.552506906,1.0,0.39030495077862254,0.38259895754392376,0.1841325249148152,33.59
1335,kenneth faried,farieke01,2015,4228,2086,-0.174708765,0.364922748,0.190213983,3.739572026,-2.241936803,1.497635222,0.644091707,-0.131802103,0.512289604,3.48187599,3.48187599,0.0,0.373072322,0.430808417,0.803880739,0.273310492,1.0,0.45860493150999276,0.4778860804716888,0.24950364791671975,41.36
1336,kenneth faried,farieke01,2016,3420,1694,0.344241776,-2.294401709,-1.950159933,3.030322459,-3.262506329,-0.23218387,0.93562198,-2.598189476,-1.662567496,0.939223857,0.939223857,0.0,0.349664638,-1.840244165,-1.490579527,-0.064561505,1.0,0.32475640451485666,0.35631857553871216,0.15403676176535105,29.39
1337,kenneth faried,farieke01,2017,2699,1296,1.360275237,-0.174485843,1.185789394,-0.204900982,-1.522018048,-1.72691903,1.062532559,-0.416018488,0.646514072,2.247687321,2.247687321,0.0,0.800185038,-0.910714567,-0.110529529,0.080670922,1.0,0.4052623353209561,0.48538879578834854,0.20316457242009844,38.48
1339,kenneth faried,farieke01,2019,1667,784,0.389416217,0.288610507,0.678026724,0.604409383,-1.081201577,-0.476792195,0.390434584,0.007846967,0.398281552,1.268501995,1.079060397,0.189441598,0.491268747,0.058291816,0.549560563,0.346002028,1.0,0.4437690324329138,0.4715133976761575,0.16639989949252856,38.48
1345,derrick favors,favorde01,2014,4247,2201,-1.220721808,0.81252507,-0.408196739,0.188757467,-1.535983708,-1.347226241,-0.956477047,0.438346098,-0.518130949,2.497842488,2.497842488,0.0,-0.417276521,0.973967444,0.556690923,-0.322818133,1.0,0.44418498567345904,0.4202888913690724,0.2125569444784769,37.73
1346,derrick favors,favorde01,2015,4349,2280,-0.422778518,2.389702757,1.966924239,2.16398161,0.572627701,2.736609311,0.106758937,2.146911181,2.253670118,5.782719767,5.782719767,0.0,1.049689299,2.72510981,3.774799108,-0.623247759,1.0,0.6319149920091804,0.5752236408226122,0.33589155291565503,53.66
1347,derrick favors,favorde01,2016,3823,1983,0.314235916,3.827256376,4.141492292,1.535138697,-0.507880951,1.027257746,0.594607964,3.107433025,3.702040989,6.481005794,6.481005794,0.0,1.039654707,3.745715939,4.785370646,-0.6989614,1.0,0.6908672056469081,0.6561829061486294,0.3621095289319206,59.57
1348,derrick favors,favorde01,2017,2748,1411,-3.049361766,0.540105915,-2.509255851,-1.124801148,-0.519679507,-1.644480655,-2.84141503,0.297712355,-2.543702675,0.149039615,0.103025506,0.046014109,-2.234523391,1.521535027,-0.712988364,-0.504232685,1.0,0.3701175874101393,0.30706595787491175,0.12436835841179661,28.5
1349,derrick favors,favorde01,2018,4948,2439,-0.501917368,2.59885276,2.096935393,2.39047849,-1.595433066,0.795045424,0.077946862,1.804889204,1.882836066,5.74599376,4.21921659,1.52677717,-0.138159875,2.488046202,2.349886327,-0.997683991,1.0,0.5487919675403867,0.5544952120693734,0.3345126314802141,49.74
1350,derrick favors,favorde01,2019,3977,1869,0.313733138,4.031056665,4.344789803,-1.065543606,2.220508933,1.154965328,0.042324338,3.822359754,3.864684092,6.357839883,5.347568731,1.010271152,0.073515018,4.040563496,4.114078514,-0.060917467,1.0,0.6517070317345198,0.6652741316025993,0.35748511891115486,58.32
1351,derrick favors,favorde01,2020,2703,1243,-0.120130517,2.621966895,2.501836378,3.888989388,1.926968677,5.815958065,0.69964464,2.66010557,3.35975021,3.865372061,3.865372061,0.0,0.6893656,2.41023886,3.09960446,-0.24509094,1.0,0.5925271628063891,0.6370499543953418,0.263902462160514,52.71
1352,derrick favors,favorde01,2021,2493,1184,-0.824696656,2.464664817,1.639968161,0.486017252,-4.618576797,-4.132559544,-0.662440889,1.089264793,0.426823904,1.91661921,1.867992731,0.04862648,-0.999570028,2.754828927,1.7552589,-0.062705513,1.0,0.5141040688679859,0.4731088231951761,0.1907342280363802,41.79
1353,derrick favors,favorde01,2022,1358,653,-3.257039118,1.458225263,-1.798813855,-4.52513129,3.228037667,-1.297093624,-3.663269291,1.934022453,-1.729246838,0.336367038,0.336367038,0.0,-4.433393614,1.10703473,-3.326358884,-1.090291157,1.0,0.21766526571257414,0.3525914151484904,0.131401788401085,24.67
1414,de'aaron fox,foxde01,2020,3479,1634,2.392077953,-1.363219103,1.02885885,2.082380822,-4.184859551,-2.102478729,2.464585736,-2.02050195,0.444083786,2.696372334,2.696372334,0.0,2.331009398,-1.073026942,1.257982456,1.287256567,1.0,0.4850951901678048,0.4740735949910691,0.2200109827087749,41.47
1415,de'aaron fox,foxde01,2021,4321,2036,3.689523845,-2.299751918,1.389771928,0.401277107,-3.657007234,-3.255730128,3.17020746,-2.665923695,0.504283765,3.406317138,3.406317138,0.0,3.046516235,-1.882305429,1.164210806,0.772872233,1.0,0.4796249724384369,0.4774385798648098,0.24666670131753976,42.06
1416,de'aaron fox,foxde01,2022,4421,2083,1.556548574,-2.361671137,-0.805122563,2.507010979,-3.028375448,-0.521364469,1.876641143,-2.600854934,-0.724213791,2.170253133,2.170253133,0.0,1.334430877,-1.61888848,-0.284457603,0.806179815,1.0,0.39511615111677906,0.4087695244592019,0.2002572141094287,35.15
1458,daniel gafford,gaffoda01,2022,2986,1444,0.220981418,-0.19428483,0.026696588,0.790506703,-2.656467226,-1.865960523,0.369515914,-0.678260062,-0.308744149,1.795111508,1.795111508,0.0,0.077717479,-0.436653053,-0.358935574,-0.190825761,1.0,0.39077144013631165,0.4319929388864473,0.18617207743669828,35.51
1480,darius garland,garlada01,2022,4932,2430,3.877568142,-0.843679289,3.033888853,6.949995498,2.332184889,9.282180387,4.769545938,-0.268326233,4.501219705,8.991338375,8.991338375,0.0,4.114618033,0.008416437,4.12303447,0.015325327,1.0,0.652229482062467,0.7008544215781534,0.45636293922034976,62.15
1519,paul george,georgpa01,2014,7086,3679,3.122386157,2.910015024,6.03240118,1.360136197,2.99304479,4.353180988,2.969863372,3.033285771,6.003149143,16.70974488,12.44134378,4.268401103,2.603735833,3.894675454,6.498411287,0.729559527,1.0,0.7907983179343212,0.7848074382444199,0.7461596540440282,77.74
1521,paul george,georgpa01,2016,6318,3094,3.478714167,2.326311275,5.805025442,2.558604179,3.206307209,5.764911388,3.542766354,2.613527014,6.156293368,14.62544724,11.42704161,3.198405634,3.846093295,3.02751873,6.873612025,2.223380654,1.0,0.8126858471510889,0.7933677070216854,0.6679022302616117,76.92
1522,paul george,georgpa01,2017,5771,2861,2.141161683,0.365806238,2.506967922,2.807534483,-0.684036775,2.123497707,2.410510111,0.175251312,2.585761423,7.850679142,7.763310326,0.087368816,2.53003428,0.422963332,2.952997612,0.857963795,1.0,0.583974776459595,0.5937864748399765,0.4135355371856734,54.5
1523,paul george,georgpa01,2018,6488,3142,1.974771097,1.7874036,3.762174697,0.401361219,0.173390523,0.574751742,1.723647599,1.542048709,3.265696308,9.806548616,8.825869693,0.980678922,2.757902862,2.427277947,5.185180809,1.439054704,1.0,0.714190338406373,0.6317926442965078,0.4869709733501121,62.65
1524,paul george,georgpa01,2019,6608,3045,5.094191123,3.341661941,8.435853064,4.795154591,6.694085911,11.4892405,5.333638945,4.206322803,9.539961748,19.41877202,17.38179887,2.036973153,5.070217389,4.890132742,9.96035013,1.265502347,1.0,0.9927523118862895,0.9825038679571358,0.8478732869074459,95.27
1525,paul george,georgpa01,2020,4009,1898,3.743689433,3.178614457,6.92230389,1.949080843,0.728238066,2.677318909,3.524422888,2.806728791,6.331151679,8.939321207,7.14516302,1.794158187,3.042531102,3.408640391,6.451171492,1.252435607,1.0,0.9456510720558102,0.9637700678974614,0.5452918716390053,85.24
1526,paul george,georgpa01,2021,5224,2597,4.108997016,1.718942724,5.827939741,5.642900046,2.559440205,8.202340252,4.562403819,1.976146542,6.538550361,12.46421745,9.502832335,2.961385119,5.378877454,2.000465352,7.379342807,0.792143852,1.0,0.9264067054369612,0.8962081055118184,0.6454319275578994,84.48
1527,paul george,georgpa01,2022,2243,1077,1.571475417,3.616887697,5.188363113,-1.082188303,4.269613116,3.187424813,1.140716838,3.950826649,5.091543487,4.402187969,4.402187969,0.0,2.299311225,3.873608959,6.172920184,2.167115993,1.0,0.7718106259999025,0.7338516190861362,0.28405785129462,63.56
1569,archie goodwin,goodwar01,2014,1110,533,-2.625783345,0.519655094,-2.106128252,-5.813486464,-2.459349719,-8.272836183,-3.493451873,-0.081273211,-3.574725084,-0.225969086,-0.225969086,0.0,-3.688829222,-1.084180273,-4.773009495,0.725393426,1.0,0.15992898441774267,0.2993221523531468,0.13234585503371654,20.53
1570,archie goodwin,goodwar01,2015,1092,535,-1.681222329,-1.09478123,-2.776003558,-8.720946901,-3.622607753,-12.34355465,-3.23436424,-1.674054503,-4.908418742,-0.593904325,-0.593904325,0.0,-3.460453738,-1.85155835,-5.312012088,0.772946985,1.0,0.11201427433478466,0.19237454321191277,0.10612101296921582,14.07
1571,archie goodwin,goodwar01,2016,2341,1114,-0.897198953,-2.815833764,-3.713032717,-0.291671667,-3.934573085,-4.226244752,-0.740038008,-3.175963766,-3.916001774,-0.667468431,-0.667468431,0.0,-0.874152234,-3.803191688,-4.677343922,0.701277515,1.0,0.13885485438912604,0.23035885951557503,0.09371159665603562,16.19
1580,aaron gordon,gordoaa01,2017,4687,2298,-0.236580694,-0.082429355,-0.319010049,6.141732307,-1.138483135,5.003249172,1.139264403,-0.278444652,0.860819751,4.228521971,4.228521971,0.0,0.663884229,-0.695295806,-0.031411577,-0.114602533,1.0,0.4098777219942383,0.4973677927941736,0.277537355689164,40.96
1581,aaron gordon,gordoaa01,2018,3994,1909,-0.322872024,1.627140347,1.304268323,1.714358011,0.74849111,2.462849121,0.133844135,1.572103506,1.705947641,4.354286776,4.354286776,0.0,0.343158376,1.234973541,1.578131917,0.327291902,1.0,0.5037712746518657,0.5446077190111978,0.28225934426359717,46.37
1582,aaron gordon,gordoaa01,2019,5774,2797,0.336428492,0.35669026,0.693118752,-1.194970633,0.175546188,-1.019424445,0.054661144,0.322631076,0.37729222,4.422694818,4.616578044,-0.193883226,-0.171977168,0.254731992,0.082754824,-0.357870961,1.0,0.416537678077429,0.4703401616408107,0.2848278052310621,40.38
1583,aaron gordon,gordoaa01,2020,4190,2017,-0.324452735,-0.762568856,-1.087021591,2.381616357,-2.427986692,-0.046370335,0.245514257,-1.183777789,-0.938263532,1.853541737,1.853541737,0.0,0.42147515,-0.971647092,-0.550171942,-0.595188118,1.0,0.3796155676446414,0.3968048335629955,0.18836590959617655,33.82
1584,aaron gordon,gordoaa01,2021,3489,1683,-1.126082657,0.95049414,-0.175588517,1.32373429,0.867871804,2.191606094,-0.658531634,1.009129403,0.350597769,2.672958098,2.44098442,0.231973678,-1.003525639,0.286092825,-0.717432814,0.244558001,1.0,0.3698583181193964,0.4688480278341226,0.21913186748356478,36.93
1585,aaron gordon,gordoaa01,2022,5225,2536,-0.628509888,0.005235133,-0.623274755,5.523615765,-1.108198876,4.415416889,0.578395602,-0.214953417,0.363442185,4.044390443,3.45589213,0.588498313,0.836087327,-0.826651643,0.009435685,-0.114560833,1.0,0.41226056816137446,0.4695659893063689,0.2706239193632466,39.83
1607,devonte' graham,grahade01,2021,3433,1659,2.348645154,-0.272388246,2.076256908,-0.938187196,3.774900217,2.836713021,1.841884251,0.555023409,2.396907659,4.317370589,4.317370589,0.0,2.597614871,-0.371634451,2.22598042,-0.905916225,1.0,0.5415638523345137,0.5832301578816433,0.2808732822947845,49.2
1608,devonte' graham,grahade01,2022,4558,2222,0.91730894,-1.625119665,-0.707810725,0.698833718,-0.972550159,-0.273716441,0.931291532,-1.577517949,-0.646226417,2.378497927,2.255766004,0.122731923,1.242348859,-1.435008227,-0.192659368,-0.569729106,1.0,0.4004712486608842,0.41312876740599364,0.20807601156992,35.71
1618,jerami grant,grantje01,2017,3412,1642,-1.40500936,0.510549397,-0.894459963,-3.530496017,-3.971173342,-7.501669359,-1.940774492,-0.412079286,-2.352853778,0.320730042,0.765321941,-0.444591899,-2.597549628,-0.718443657,-3.315993285,-0.37832716,1.0,0.2182699482944133,0.3177337963400232,0.13081467886395767,23.37
1619,jerami grant,grantje01,2018,3648,1780,-0.352379342,0.785525746,0.433146405,-2.928258448,1.595498019,-1.332760429,-0.937306126,0.979576249,0.042270123,2.535654892,2.012590727,0.523064165,-0.87525613,-0.008468496,-0.883724626,-0.755815119,1.0,0.4321891190528853,0.5419362069516904,0.25677198717136795,42.95
1620,jerami grant,grantje01,2019,6067,2788,-0.384024818,1.400776618,1.016751799,0.180332236,0.131784778,0.312117013,-0.286538944,1.178368894,0.891829951,5.211769775,4.599217154,0.612552621,-0.6807938,1.820136589,1.139342789,0.126244657,1.0,0.525991712177359,0.5490112793720244,0.3459000150818556,48.96
1621,jerami grant,grantje01,2020,5200,2545,-0.667726184,-0.318171029,-0.985897213,-1.801934073,-4.225192829,-6.027126902,-0.981641202,-1.15139368,-2.133034882,0.82510616,0.36247571,0.462630449,-0.506307274,-0.603624299,-1.109931573,-0.083805398,1.0,0.3469616998959066,0.3300209644136596,0.14975207765699003,29.13
1622,jerami grant,grantje01,2021,3780,1829,1.223564007,-0.889430491,0.334133516,-0.273417676,1.481337204,1.207919528,1.070802284,-0.437504294,0.63329799,3.169332636,3.169332636,0.0,1.066903763,-0.91745857,0.149445192,0.389829802,1.0,0.4204280952068244,0.48465005938413624,0.2377688374774795,39.88
1623,jerami grant,grantje01,2022,3072,1500,0.085883976,-1.549756197,-1.463872221,-3.413735153,2.86598092,-0.547754233,-0.522856679,-0.68826536,-1.211122039,1.176527362,1.176527362,0.0,-0.877498477,-0.856510502,-1.73400898,-0.099853242,1.0,0.31055582139990734,0.3815529221175368,0.1629466029509112,30.03
1626,jerian grant,grantje02,2018,3451,1686,1.783364599,-0.700457115,1.082907484,-2.554663627,-1.53146504,-4.086128667,1.042550058,-0.873328767,0.169221291,2.481508406,2.481508406,0.0,-0.052509484,-1.133371018,-1.185880502,-1.16919522,1.0,0.41103741578314995,0.5504516004874334,0.2543323944261222,42.41
1627,jerian grant,grantje02,2019,1997,953,-2.771337768,-1.243882437,-4.015220205,-4.701546466,0.307619494,-4.393926972,-3.301950863,-1.0168385,-4.318789363,-0.76114943,-0.864114973,0.102965544,-2.940844881,-0.808761682,-3.749606563,-0.625797613,1.0,0.2122723826612261,0.22862876409117497,0.09921365583989922,19.01
1642,draymond green,greendr01,2014,4191,2025,-0.315811703,5.155998656,4.840186953,-2.382949452,3.017522888,0.634573437,-0.755749944,4.954846467,4.199096522,7.318820698,5.648141338,1.670679361,-0.55516674,5.963503999,5.408337258,0.806419438,1.0,0.7272082853417483,0.6839667090292604,0.39356628190965404,62.76
1643,draymond green,greendr01,2015,6795,3274,1.100895489,5.141914566,6.242810055,4.632494246,5.713029959,10.3455242,1.852778788,5.481163784,7.333942571,17.32993164,11.97946444,5.350467196,2.408012219,6.103790979,8.511803198,1.577861986,1.0,1.089900692385949,1.0310334039814484,0.9233343606849251,102.62
1644,draymond green,greendr01,2016,7778,3687,2.645309713,4.76008416,7.405393873,8.45905339,6.767176466,15.22622986,3.934409872,5.42306048,9.357470351,23.47049432,17.81742403,5.653070287,4.266894103,5.817697455,10.08459156,2.247663618,1.0,1.1,1.0695335054974038,1.1,108.86
1645,draymond green,greendr01,2017,6520,3064,1.167765001,6.094466098,7.262231099,2.347056843,6.054705166,8.401762009,1.403507443,6.364777604,7.768285048,16.83009631,12.89226858,3.93782773,2.446192457,6.821319137,9.267511594,1.597643247,1.0,0.9523352173463457,0.8834728484170982,0.7506783910418448,87.61
1646,draymond green,greendr01,2018,6552,3106,0.845176666,3.337300032,4.182476698,1.529513996,2.521675292,4.051189288,0.975370843,3.334927402,4.310298245,11.55596852,6.893169972,4.662798547,1.852228274,3.805034505,5.657262779,1.478425957,1.0,0.7417294844276805,0.6901825270751256,0.552655015865615,67.51
1647,draymond green,greendr01,2019,6226,2916,0.028707707,3.367567412,3.396275119,3.172633984,4.512898692,7.685532676,0.639466015,3.794677076,4.43414309,11.06816976,6.438096454,4.630073307,0.925739403,3.939391439,4.865130843,1.626980348,1.0,0.6955200580146256,0.6971050549071662,0.534340033614876,65.58
1648,draymond green,greendr01,2020,2621,1222,-2.652012312,1.995741869,-0.656270443,-1.192148049,2.670362675,1.478214626,-2.462552654,2.310912802,-0.151639852,1.640469058,1.640469058,0.0,-2.452441538,2.391537671,-0.060903867,1.291062053,1.0,0.40815727399489454,0.4407745629299485,0.1803658434746423,36.34
1649,draymond green,greendr01,2021,4303,1982,-0.324983683,3.995355652,3.670371969,6.152607564,0.880402922,7.033010485,1.018353097,3.549223626,4.567576723,7.530784353,7.530784353,0.0,0.353016223,3.998968696,4.35198492,1.789421273,1.0,0.6655854250445598,0.7045635650952391,0.40152470841144905,61.42
1650,draymond green,greendr01,2022,4239,2032,-1.021126396,4.571822158,3.550695763,-0.261222798,4.433800066,4.172577268,-0.962127185,4.756456224,3.794329039,6.989095088,4.210573012,2.778522076,-0.148843805,4.717914661,4.569070856,1.648047842,1.0,0.6782492454626032,0.6613415108098872,0.3811863433161977,59.76
1703,rui hachimura,hachiru01,2022,1937,943,-0.992902426,-2.458552652,-3.451455077,-0.290877816,-4.340685716,-4.631563532,-0.884269582,-2.972701875,-3.856971457,-0.528491086,-0.528491086,0.0,-1.118056286,-3.001465329,-4.119521614,-0.768627148,1.0,0.17139570739809562,0.23365846405193405,0.09892966569526368,17.66
1730,tim hardaway jr,hardati02,2014,3691,1875,1.012050896,-5.57814363,-4.566092733,-4.102714223,-3.945330272,-8.048044494,-0.006871451,-5.547966741,-5.554838192,-2.688606228,-2.688606228,0.0,-0.013802827,-4.592681157,-4.606483983,0.194029525,1.0,0.1429885056005501,0.138753183754369,0.017825583993041447,11.01
1731,tim hardaway jr,hardati02,2015,3293,1681,0.574124258,-4.249160062,-3.675035804,-0.984766251,-2.811766506,-3.796532758,0.398181924,-4.140492658,-3.742310734,-0.848563136,-0.848563136,0.0,0.044279397,-4.465017163,-4.420737765,-0.280386607,1.0,0.15382410735083007,0.2400676290535892,0.08691218144682551,16.94
1732,tim hardaway jr,hardati02,2016,1945,951,0.081136428,0.794692526,0.875828954,0.851699805,2.072478044,2.924177849,0.255762745,1.050323469,1.306086214,1.936704118,2.225727172,-0.289023053,0.228109376,-0.10945676,0.118652616,-0.244320571,1.0,0.4186317943507756,0.522256753515888,0.19148833969818052,40.07
1733,tim hardaway jr,hardati02,2017,4893,2354,1.390272261,-1.561475295,-0.171203034,2.513554806,1.224042423,3.737597228,1.777408111,-1.111931557,0.665476554,4.087242784,4.932031121,-0.844788337,0.902114991,-1.218538984,-0.316423994,0.546234113,1.0,0.47190165018631036,0.5837384849265636,0.3266794335185665,47.75
1734,tim hardaway jr,hardati02,2018,3893,1885,1.883098231,0.006732427,1.889830659,1.737118193,-0.199958411,1.537159781,1.985154326,-0.00800457,1.977149756,4.588989446,4.588989446,0.0,2.156747081,0.092704053,2.249451133,0.933043105,1.0,0.5972263313757508,0.6157437478284643,0.32017868742018035,53.49
1735,tim hardaway jr,hardati02,2019,4328,2057,1.188774904,-0.277988583,0.910786321,0.50331416,-2.368219499,-1.864905339,1.209299345,-0.696628285,0.51267106,3.437307247,3.437307247,0.0,1.36381457,-0.720379853,0.643434717,0.542706252,1.0,0.4492452297861673,0.47790740263311343,0.2478302616682948,40.96
1736,tim hardaway jr,hardati02,2020,4881,2295,1.762698603,-0.532681138,1.230017465,1.762624354,-1.636046665,0.126577689,1.78898234,-0.787786674,1.001195666,4.389675951,5.295308671,-0.90563272,2.413831437,-1.113816533,1.300014904,0.428736687,1.0,0.48754717477358206,0.5052143541793945,0.28358807275809617,44.32
1737,tim hardaway jr,hardati02,2021,4591,2247,1.902967719,0.575659284,2.478627003,0.259512802,-1.60946541,-1.349952608,1.629479139,0.156016398,1.785495538,5.227056375,4.263848055,0.963208319,2.168018819,-0.21685972,1.951159099,-0.406047246,1.0,0.6306384100254757,0.6588650281991937,0.3780342152034961,57.81
1738,tim hardaway jr,hardati02,2022,2515,1245,0.615916412,0.317501446,0.933417859,-2.850769177,1.165064181,-1.685704996,-0.088352513,0.493637214,0.405284701,2.001993172,2.001993172,0.0,0.9033418,0.949834864,1.853176664,-0.111792282,1.0,0.5717977675334633,0.5190953362567547,0.213333664023356,46.24
1766,montrezl harrell,harremo01,2019,5024,2316,0.885876502,1.203171141,2.089047643,0.902020707,-1.17691711,-0.274896403,0.924012012,0.77559398,1.699605992,5.290323998,5.31128127,-0.020957272,0.280496937,0.759198886,1.039695823,0.542561007,1.0,0.47236132646890827,0.5442532412636296,0.31740397051676983,46.06
1767,montrezl harrell,harremo01,2020,4333,1992,0.686255198,3.422984412,4.109239611,-1.513939647,0.459795206,-1.054144441,0.213028551,2.938997161,3.152025712,5.986880398,6.298887413,-0.312007016,-0.516780912,2.587120199,2.070339287,0.476230302,1.0,0.5324844462970224,0.6254388242041604,0.34355700563854574,52.01
1768,montrezl harrell,harremo01,2021,3365,1619,1.923845592,2.439357678,4.36320327,-1.490357367,-0.20044149,-1.690798856,1.356164573,1.957935311,3.314099884,4.992221163,4.954514184,0.037706979,0.38164058,2.363749675,2.745390255,-0.328207777,1.0,0.5718638938526597,0.6344982482482129,0.30621134646844306,52.89
1769,montrezl harrell,harremo01,2022,3393,1641,2.032999079,0.112305214,2.145304293,1.510057222,1.916945547,3.427002769,2.053165171,0.531968047,2.585133218,4.45544413,4.45544413,0.0,1.739680705,-0.201706726,1.537973979,-0.429953239,1.0,0.5014286405569931,0.5937513602044281,0.2860574169422602,48.22
1796,joe harris,harrijo01,2018,4139,1975,1.262604064,-1.241649341,0.020954722,0.771103388,-0.312887363,0.458216025,1.254365714,-1.098942497,0.155423216,2.925280567,2.925280567,0.0,0.894689655,-1.456950844,-0.562261189,-0.079780724,1.0,0.4546924021976859,0.5495260789620174,0.27432673615529046,44.52
1797,joe harris,harrijo01,2019,5234,2442,0.297496466,0.062335249,0.359831715,1.9854422,-3.517361092,-1.531918892,0.67403071,-0.68135903,-0.00732832,3.432000633,3.986132525,-0.554131892,0.414861385,-0.862962764,-0.448101379,0.587256768,1.0,0.4241268974343865,0.4937252238882637,0.27239412041587197,41.23
1798,joe harris,harrijo01,2020,4673,2195,0.32941487,-1.496002178,-1.166587308,3.425361655,-2.023575472,1.401786183,1.004628683,-1.70215069,-0.697522008,2.315739919,2.07237791,0.243362008,1.24248994,-1.623013345,-0.380523405,0.332620141,1.0,0.38951210284327265,0.41026150913328574,0.20571968782155348,35.13
1799,joe harris,harrijo01,2021,5430,2575,1.024523656,-0.237946169,0.786577487,3.041813321,1.415409358,4.457222679,1.451215349,0.098356873,1.549572222,5.63759548,5.48744701,0.15014847,1.847993399,-0.000106285,1.847887114,0.220570465,1.0,0.5195075836665682,0.5358668368995966,0.33044268965787194,47.84
1809,tobias harris,harrito02,2014,3642,1850,0.054179672,-1.791037504,-1.736857832,-0.641516764,-1.901401548,-2.542918312,-0.013518248,-1.893345581,-1.90686383,0.790523077,0.790523077,0.0,-0.927324198,-1.41239084,-2.339715038,-0.637317933,1.0,0.2752216450549549,0.3426631975423127,0.1484536148414617,26.88
1810,tobias harris,harrito02,2015,4668,2369,0.164082206,-0.497460903,-0.333378697,-1.057713453,-2.792182643,-3.849896096,-0.026982181,-0.97382911,-1.000811291,2.097779392,2.097779392,0.0,-0.149080868,-0.745065543,-0.894146411,-0.743943626,1.0,0.3595496389895125,0.393308615351335,0.197536101657114,33.17
1811,tobias harris,harrito02,2016,5305,2669,0.615076955,0.367468128,0.982545082,0.014821569,1.508964917,1.523786486,0.528895624,0.641178184,1.170073807,5.351029548,4.751667104,0.599362444,0.459908965,0.658637713,1.118546678,-0.582448523,1.0,0.47696113190047335,0.5146540981695121,0.3196832322983524,45.18
1812,tobias harris,harrito02,2017,5164,2567,0.882001449,0.655126094,1.537127543,1.134769825,1.133295708,2.268065532,1.026988407,0.784656486,1.811644893,5.957614254,5.957614254,0.0,0.944100383,0.776115976,1.720216359,-0.274133211,1.0,0.5120598441043147,0.5505158548624738,0.3424581735957837,48.41
1813,tobias harris,harrito02,2018,5459,2668,1.894745904,-0.07197929,1.822766614,1.159065744,-2.667920264,-1.50885452,1.865778346,-0.620018391,1.245759955,5.412827893,5.412827893,0.0,2.218700485,-0.016820225,2.201880261,-0.340010043,1.0,0.5401579570874705,0.5188847099969963,0.32200352436264557,47.76
1814,tobias harris,harrito02,2019,6971,3290,1.116588683,-0.559054809,0.557533874,-0.075109724,-0.691380928,-0.766490652,0.916783731,-0.619941266,0.296842465,5.121094883,4.309732433,0.811362451,0.74749634,-0.535909145,0.211587195,-0.544306832,1.0,0.42405318111017615,0.46584327952942084,0.3110500629391178,41.15
1815,tobias harris,harrito02,2020,5402,2618,0.725896269,-0.963942465,-0.238046196,1.602094614,1.039894291,2.641988905,0.938760653,-0.627368994,0.311391659,4.037680748,3.716056246,0.321624502,1.44088407,-0.060555159,1.380328911,-1.609194214,1.0,0.49223233393424504,0.4666565325994114,0.27037199591671535,42.72
