,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,multiplier,pt_rating,raptor_rating,war_rating,total_score
2347,tyus jones,jonesty01,2020,2731,1232,1.218010531,-1.163111819,0.054898712,-0.050905054,-1.706805515,-1.757710569,1.052401853,-1.348200451,-0.295798598,1.53664464,1.53664464,0.0,-0.035127487,-1.620631385,-1.655758872,-0.396064729,1.0,0.3151205819443422,0.43271655347935667,0.17646763271891322,32.46
2348,tyus jones,jonesty01,2021,2672,1269,0.643845574,-0.050997904,0.59284767,-3.846552902,0.386534861,-3.46001804,-0.254613528,0.027109258,-0.227504271,1.6180865,1.413913102,0.204173398,0.182068701,-0.50359571,-0.321527009,-1.315173426,1.0,0.3929536881344349,0.436533986327918,0.17952546382198362,35.59
2349,tyus jones,jonesty01,2022,3819,1811,1.89476426,-1.116077632,0.778686628,-0.974095391,2.39773857,1.423643179,1.373547283,-0.506442888,0.867104395,3.309020731,3.132675838,0.176344893,0.95678361,-0.555102755,0.401680855,-1.210319628,1.0,0.4351423931393176,0.4977190841459006,0.2430135924673539,41.06
2360,cory joseph,josepco01,2014,2067,1023,1.341666418,-0.336037442,1.005628977,-2.205474422,-0.389710942,-2.595185364,0.636426809,-0.446343845,0.190082964,1.540310607,1.117992338,0.422318269,-0.22910851,0.433818829,0.204710319,-0.62303518,1.0,0.4236520149899483,0.4598757673813999,0.17660527579233307,37.55
2361,cory joseph,josepco01,2015,2919,1466,1.162912562,-0.05930596,1.103606602,-1.641444712,1.630705162,-0.01073955,0.621197769,0.230245587,0.851443357,2.667267742,2.852267239,-0.184999498,-0.41995797,0.68907071,0.269112739,-1.492296703,1.0,0.4274089634887558,0.49684368257845024,0.2189182163272142,40.13
2362,cory joseph,josepco01,2016,4916,2498,-0.882711142,0.590074748,-0.292636394,-2.340788806,3.886879014,1.546090209,-1.286283944,1.306752093,0.020468149,3.457160564,3.186610944,0.27054962,-1.009173074,1.112580086,0.103407011,-1.891291425,1.0,0.4177424340935343,0.45039484568809945,0.24857567797167632,38.77
2363,cory joseph,josepco01,2017,4463,2215,-0.559041991,-0.600859491,-1.159901482,-0.756606284,-1.332820755,-2.089427039,-0.667168345,-0.802762995,-1.469931341,1.433962641,1.351429653,0.082532988,-0.63714847,-0.207442133,-0.844590603,-0.905015102,1.0,0.43492860323305393,0.44050357916140054,0.20713477852530635,38.01
2364,cory joseph,josepco01,2018,4774,2353,-0.820811666,0.210756093,-0.610055573,-1.183522936,-0.843122717,-2.026645653,-0.9326058,-0.011825388,-0.944431187,2.184581529,1.586745282,0.597836247,-1.35149015,0.57193894,-0.77955121,-1.43037851,1.0,0.4028580702768669,0.4361060896713986,0.220874709780445,36.98
2365,cory joseph,josepco01,2019,4453,2148,-0.907459099,2.119484218,1.21202512,-0.724415745,2.656574979,1.932159234,-0.902044956,2.314084176,1.41203922,4.491775123,4.63699688,-0.145221757,-1.338045762,2.593427008,1.255381245,-1.23977458,1.0,0.484943447177999,0.5281791851917754,0.2874215071091699,45.18
2366,cory joseph,josepco01,2020,3656,1759,-1.799121662,0.993845248,-0.805276414,-2.17149514,3.282619232,1.111124092,-1.96927641,1.546158295,-0.423118116,2.05647728,2.05647728,0.0,-2.215676336,1.409362224,-0.806314112,-1.553083618,1.0,0.36467338160469465,0.42559980262132135,0.19598536493896812,34.53
2367,cory joseph,josepco01,2021,3037,1446,-0.874488503,0.93325889,0.058770387,-1.422259529,-2.255872791,-3.67813232,-1.014152774,0.372871807,-0.641280968,1.572537713,1.572537713,0.0,-1.657526167,0.609751891,-1.047774276,-0.376933896,1.0,0.35058767798266294,0.4134052020718405,0.17781528066069863,33.1
2368,cory joseph,josepco01,2022,3288,1600,-0.598820892,-0.288587224,-0.887408115,0.343938003,0.416492478,0.760430482,-0.39720473,-0.126015498,-0.523220228,1.799029929,1.799029929,0.0,-1.176056397,0.199499228,-0.97655717,-1.030687329,1.0,0.42569059765903805,0.5040053004835405,0.22358303903350144,40.45
2377,frank kaminsky,kaminfr01,2018,3777,1835,0.673824258,-1.993979911,-1.320155653,0.770165031,-3.123612986,-2.353447955,0.721910301,-2.331356204,-1.609445903,1.059363833,1.059363833,0.0,0.291004615,-2.317851937,-2.026847323,-0.784267855,1.0,0.32282023962960044,0.3952166915842253,0.1744023154194932,31.29
2378,frank kaminsky,kaminfr01,2019,1579,755,-0.242405791,0.386934373,0.144528582,-0.580669738,0.035389297,-0.545280441,-0.339343815,0.38933867,0.049994855,1.077938469,1.077938469,0.0,0.050035746,-1.042284457,-0.992248712,-0.058805876,1.0,0.3538267904929574,0.45204529342432526,0.1592449661828821,34.2
2379,frank kaminsky,kaminfr01,2020,1692,777,-1.703554396,-0.842528246,-2.546082642,-1.90835376,0.270752975,-1.637600785,-1.870426716,-0.658819129,-2.529245844,0.087714299,0.087714299,0.0,-2.352622265,-0.237262482,-2.589884748,0.235382195,1.0,0.26062786555984274,0.30787404815077757,0.12206582678161992,24.37
2380,frank kaminsky,kaminfr01,2021,1629,783,-0.671273648,-0.47191395,-1.143187599,-0.612265203,-0.827062625,-1.439327828,-0.758535116,-0.602594104,-1.361129219,0.553274851,0.602374117,-0.049099266,-0.623513638,-0.488433647,-1.111947285,-0.435846973,1.0,0.3468441122932601,0.3731680040488361,0.1395458491714355,30.49
2401,luke kennard,kennalu01,2020,1894,922,2.488773603,-3.163773242,-0.674999639,1.345101727,-1.428055792,-0.082954065,2.427514564,-2.97995658,-0.552442016,1.027962211,1.027962211,0.0,1.978472345,-3.292649061,-1.314176716,-0.570774007,1.0,0.3350469537825995,0.41837101326720616,0.15736854837848185,32.19
2402,luke kennard,kennalu01,2021,2977,1451,0.599230155,-3.208578754,-2.609348599,0.599330401,-4.524700257,-3.925369856,0.56804939,-3.705655201,-3.13760581,-0.259245242,-0.667610961,0.408365719,0.448796967,-3.520691729,-3.071894762,-0.426491303,1.0,0.23250956195405484,0.2738686860661926,0.10903881983486267,21.72
2403,luke kennard,kennalu01,2022,3940,1919,1.392705413,-1.446167118,-0.053461706,1.578779579,2.871727429,4.450507008,1.539114972,-0.667453428,0.871661544,3.529662023,3.529662023,0.0,0.917937942,-0.600138331,0.317799611,-0.457217949,1.0,0.4302491373622225,0.49797381409277286,0.2512978311291335,41.09
2431,brandon knight,knighbr03,2014,4684,2400,0.972163425,-1.787007001,-0.814843576,-0.012845944,-3.853814956,-3.8666609,0.928016318,-2.2610302,-1.333013882,1.736108607,1.736108607,0.0,1.040887095,-2.328434836,-1.287547741,0.057350067,1.0,0.33660036881965916,0.3747395608051121,0.1839567436286396,31.27
2432,brandon knight,knighbr03,2015,4139,2035,0.947520349,0.054970641,1.002490991,-1.862076281,-0.92807938,-2.790155661,0.464341215,-0.169862543,0.294478673,3.234161928,3.234161928,0.0,0.612577305,0.194075515,0.80665282,1.176351178,1.0,0.45876664228967345,0.4657111511722885,0.24020293003709975,40.67
2433,brandon knight,knighbr03,2016,3898,1870,-0.090388295,-2.594723525,-2.68511182,1.242892694,-1.702163995,-0.459271301,0.278469159,-2.531400294,-2.252931135,0.477284179,0.477284179,0.0,0.493204135,-1.979239704,-1.486035569,0.62710409,1.0,0.32502147865627473,0.32331915015284085,0.13669268937885684,27.73
2434,brandon knight,knighbr03,2017,2418,1140,-0.97746607,-2.016023403,-2.993489473,-5.944762581,-1.187704669,-7.132467251,-2.024213997,-1.922389289,-3.946603287,-0.69822651,-0.69822651,0.0,-2.443313664,-2.078332646,-4.52164631,0.316907122,1.0,0.14793755515831003,0.22864833353086364,0.09255674814647435,16.44
2435,brandon knight,knighbr03,2019,1524,736,-2.518204051,-0.900117033,-3.418321084,-2.605364123,-2.121755211,-4.727119334,-2.67636313,-1.155871395,-3.832234525,-0.400543037,-0.400543037,0.0,-1.893927727,-1.251819662,-3.145747389,-0.578607293,1.0,0.2282013307394415,0.23504117885325904,0.10373362675176921,19.96
2479,kyle kuzma,kuzmaky01,2020,4306,2010,-2.142390757,0.078750774,-2.063639983,-1.088221355,-0.788178928,-1.876400283,-2.098351887,-0.163992266,-2.262344153,0.493515298,0.56711611,-0.073600812,-2.083163289,-0.426119464,-2.509282753,0.075781459,1.0,0.2653298246495188,0.3227929927735127,0.1373021059677687,25.49
2480,kyle kuzma,kuzmaky01,2021,4328,2083,-2.381673601,-0.067160378,-2.448833979,-5.673291945,1.020587324,-4.652704621,-3.186525935,0.103152479,-3.083373455,-0.353750752,-0.328525583,-0.025225169,-3.020988615,0.211671011,-2.809317603,-0.377338859,1.0,0.24782713640740892,0.27690009998483095,0.10549049851841029,22.31
2481,kyle kuzma,kuzmaky01,2022,4543,2204,-1.725932983,-0.136986108,-1.862919091,-1.467995544,-2.503004313,-3.970999856,-1.754856339,-0.61228031,-2.36713665,0.430701606,0.430701606,0.0,-1.354580875,-0.953293635,-2.30787451,0.041606355,1.0,0.2770790787332365,0.31693542981179607,0.13494369149766347,25.65
2489,skal labissiere,labissk01,2020,1221,567,-1.197632207,-0.483883073,-1.68151528,-1.778488497,2.89259597,1.114107473,-1.415733076,0.284550483,-1.131182592,0.467278577,0.467278577,0.0,-1.280185977,0.421369566,-0.858816412,-0.222050395,1.0,0.3616106327643725,0.38602127965583755,0.13631701719994857,31.44
2493,jeremy lamb,lambje01,2014,3295,1638,0.633276209,-0.184351902,0.448924307,0.099565609,2.143677852,2.243243461,0.502886395,0.241673056,0.744559451,2.928390151,2.535032762,0.393357388,0.461190535,0.806503495,1.26769403,-0.272018961,1.0,0.5827940638353749,0.5890430599100849,0.2744668397728573,50.81
2494,jeremy lamb,lambje01,2015,1244,633,1.104480429,-0.642703075,0.461777354,-4.023533491,-2.143793937,-6.167327427,0.069775892,-1.008067422,-0.93829153,0.585675752,0.585675752,0.0,0.103886021,-1.436060422,-1.332174401,0.093836141,1.0,0.3673967544657994,0.43648359542149945,0.15483861731683338,34.02
2495,jeremy lamb,lambje01,2016,2523,1239,1.79240245,1.421733181,3.214135631,-2.355886775,5.433996008,3.078109233,1.017319221,2.327173421,3.344492642,3.848479811,3.81578212,0.032697691,0.987178522,1.654864789,2.642043311,-0.132451719,1.0,0.5658350963926088,0.6361971055009914,0.2632682226250854,51.66
2496,jeremy lamb,lambje01,2017,2284,1143,2.223581629,-1.310594815,0.912986814,0.919617688,-2.401250471,-1.481632783,2.092256239,-1.611742931,0.480513308,1.871837883,1.871837883,0.0,1.811716945,-1.314198194,0.497518751,-0.628133222,1.0,0.5288797756780478,0.5713318654826335,0.22686343208383872,46.93
2497,jeremy lamb,lambje01,2018,4053,1967,2.168289541,-0.289506497,1.878783044,1.874517759,-0.079472149,1.795045611,2.234568608,-0.247050327,1.987518281,4.723255888,4.723255888,0.0,1.311863602,-0.356012445,0.955851157,-0.649793766,1.0,0.5142172249372094,0.6163812716848565,0.325723999286717,50.54
2498,jeremy lamb,lambje01,2019,4675,2250,1.789191341,0.956123879,2.74531522,0.092228055,1.433092416,1.525320471,1.532139373,1.14690751,2.679046882,6.196108575,6.196108575,0.0,1.333315396,1.103883684,2.437199079,-0.591402337,1.0,0.5538854021124595,0.599000831450881,0.3514127253786071,52.02
2499,jeremy lamb,lambje01,2020,2672,1291,0.495954762,1.250957511,1.746912273,-0.59001131,-2.760741758,-3.350753068,0.299218466,0.459902023,0.759120488,2.305445045,2.305445045,0.0,0.178866774,1.150618916,1.32948569,-0.260679042,1.0,0.48926636832595755,0.49168313164727223,0.20533315458275725,41.92
2500,jeremy lamb,lambje01,2021,1630,765,2.609574516,0.476332893,3.085907409,2.448703724,-3.573444672,-1.124740948,2.733007387,-0.336104538,2.396902849,2.004754516,2.004754516,0.0,2.102898652,0.531856698,2.634755349,-0.20594387,1.0,0.5654099493578348,0.5832298890181402,0.19404337249802964,47.93
2501,jeremy lamb,lambje01,2022,1960,935,0.705028974,-1.30524315,-0.600214176,0.588500457,1.316245554,1.904746012,0.731673262,-0.79164681,-0.059973547,1.275457861,1.275457861,0.0,0.75115141,-1.469600504,-0.718449094,-0.511233691,1.0,0.36979903289967375,0.4458984140488451,0.16666106572084888,34.76
2511,shane larkin,larkish01,2015,3602,1865,-1.963595267,0.048716227,-1.91487904,-3.316987656,-1.605445158,-4.922432814,-2.312740459,-0.221388191,-2.53412865,0.202973408,0.202973408,0.0,-2.17681598,-0.180145139,-2.356961119,-1.13592012,1.0,0.2742155859950118,0.30760111502680737,0.1263933665555443,24.98
2512,shane larkin,larkish01,2016,3545,1751,-1.627614311,-0.104220347,-1.731834658,-2.668938517,-2.881010286,-5.549948804,-1.897146456,-0.62746103,-2.524607486,0.201374395,0.201374395,0.0,-1.557204802,-1.01666321,-2.573868012,0.008585732,1.0,0.2615622101430276,0.30813331741911065,0.12633332971839922,24.52
2513,shane larkin,larkish01,2018,1873,929,-0.973246699,1.366930618,0.393683919,-4.215261858,2.112948882,-2.102312976,-1.693830424,1.553817687,-0.140012737,1.239758039,0.87832326,0.361434779,-2.188849875,1.055512439,-1.133337436,-0.733434838,1.0,0.3455963067653201,0.44142448119819644,0.16532067361676778,33.65
2520,zach lavine,lavinza01,2017,3463,1749,1.610440695,-2.394386399,-0.783945704,-2.009028009,-1.734590454,-3.743618463,0.917437337,-2.39269388,-1.475256544,1.129927064,1.129927064,0.0,0.70503178,-1.695652908,-0.990621128,-0.653412063,1.0,0.35392173644786845,0.36678865427687873,0.16119693956359724,31.06
2521,zach lavine,lavinza01,2018,1371,656,-0.464212935,-1.561961782,-2.026174717,-1.789682909,-4.625340993,-6.415023902,-0.671833061,-2.273730613,-2.945563674,-0.065727053,-0.065727053,0.0,-0.678606159,-2.237404257,-2.916010416,0.414666437,1.0,0.2416031559477632,0.2846032227470252,0.11630468946669645,22.64
2522,zach lavine,lavinza01,2019,4522,2171,1.346343184,-2.629796918,-1.283453733,0.175049957,-0.507932673,-0.332882716,1.291777032,-2.316635264,-1.024858232,1.924199163,1.924199163,0.0,0.486096867,-2.582025321,-2.095928454,0.71232693,1.0,0.2894430615916037,0.39196446882389624,0.19101882635035794,30.33
2523,zach lavine,lavinza01,2020,4381,2085,1.075550904,-0.132071177,0.943479728,1.062887019,-6.043203481,-4.980316462,1.211301813,-1.358919421,-0.147617608,2.781133662,2.781133662,0.0,1.74135202,-1.246378483,0.494973538,0.472291669,1.0,0.5287016040970514,0.5291992720928139,0.2678321366038509,46.37
2524,zach lavine,lavinza01,2021,4294,2034,3.816000692,-1.371998493,2.444002199,3.281092217,-2.148887933,1.132204284,3.929599569,-1.613701554,2.315898015,5.321057904,5.321057904,0.0,4.312377683,-1.690984364,2.621393319,1.228099779,1.0,0.6210935152652609,0.636572177756905,0.35041370256465404,55.92
2525,zach lavine,lavinza01,2022,5141,2481,2.643992996,-2.39648621,0.247506786,0.641220119,-1.206104505,-0.564884386,2.359725953,-2.282752544,0.076973409,3.588639255,3.462441511,0.126197745,2.161253422,-2.363024542,-0.20177112,0.104382882,1.0,0.39993970989265304,0.45355330767338997,0.2535122011641818,38.34
2536,jake layman,laymaja01,2021,1360,627,-3.255363775,0.220871074,-3.034492701,-6.041442828,2.561334302,-3.480108526,-4.00689293,0.767621474,-3.239271456,-0.15707899,-0.15707899,0.0,-3.336625064,0.143883555,-3.192741509,0.363415226,1.0,0.22545990442989008,0.26818590400128395,0.11287477278399385,21.33
2568,alex len,lenal01,2015,3138,1518,-2.723490371,2.719408973,-0.004081398,-1.095682471,0.796359759,-0.299322712,-2.553000605,2.493458045,-0.05954256,2.09627896,2.09627896,0.0,-2.457167804,2.653073619,0.195905816,0.578197786,1.0,0.5077660797013593,0.5351070058003088,0.23697571939246187,45.03
2569,alex len,lenal01,2016,3778,1821,-4.319026077,2.155016304,-2.164009773,-3.558661969,-0.284983123,-3.843645092,-4.36679355,1.807313434,-2.559480116,0.178196709,0.178196709,0.0,-4.326278302,1.063044699,-3.263233603,0.656669656,1.0,0.24348248281159002,0.33680245473026765,0.13800940564745062,25.21
2570,alex len,lenal01,2017,3318,1560,-3.141959611,1.767455883,-1.374503727,-4.870395169,-2.033297716,-6.903692885,-3.678429804,1.130001894,-2.54842791,0.161402685,0.161402685,0.0,-3.861104279,1.37339867,-2.487705608,0.592480746,1.0,0.2665885385692178,0.3068018324621792,0.12483254451922879,24.62
2571,alex len,lenal01,2018,2996,1395,-0.909578645,-0.068595583,-0.978174228,-1.850957413,-1.27729622,-3.128253632,-1.109762256,-0.260141167,-1.369903423,0.986185662,0.986185662,0.0,-1.690179476,-0.73466625,-2.424845726,0.396976126,1.0,0.27025550231553536,0.3726775543139763,0.15579999836119168,28.0
2572,alex len,lenal01,2019,3452,1544,-1.753125793,0.555066373,-1.19805942,-1.525831219,0.338870782,-1.186960437,-1.771078578,0.58817557,-1.182903007,1.245722766,1.245722766,0.0,-1.451597037,-0.304091837,-1.755688873,0.928257443,1.0,0.3092911136224565,0.3831302750902281,0.16554462635731085,30.1
2573,alex len,lenal01,2020,2116,970,-1.549403966,2.038141105,0.488737139,-4.52962484,1.696550308,-2.833074532,-2.234156329,2.142942671,-0.091213658,1.31637505,1.31637505,0.0,-2.102876961,0.937598063,-1.165278898,-0.183128741,1.0,0.3437329850499154,0.44415219249336946,0.16819735004901143,33.75
2574,alex len,lenal01,2021,2268,1021,-2.54821058,1.11321403,-1.43499655,-2.678802473,-1.118534455,-3.797336928,-2.731035756,0.73655313,-1.994482627,0.380781757,0.545305854,-0.164524097,-3.136364352,0.773159953,-2.363204399,0.387375143,1.0,0.27385138102532847,0.33776558908035037,0.13306939163598572,26.26
2575,alex len,lenal01,2022,1327,620,-4.627207852,-1.385822412,-6.013030264,-0.77499899,-0.91310478,-1.68810377,-4.081485621,-1.285341505,-5.366827126,-0.830983269,-0.830983269,0.0,-4.82798143,-1.064832572,-5.892814002,0.388774204,1.0,0.0815397339231528,0.1791148759314091,0.10508668605241679,12.4
2576,kawhi leonard,leonaka01,2014,5319,2659,1.965819457,4.559218048,6.525037506,0.406000104,5.085362488,5.491362592,1.710509523,4.864591134,6.575100657,12.77925837,9.289542683,3.489715688,1.301895623,5.58929159,6.891187212,0.193065763,1.0,0.8950822152578392,0.8984554536792957,0.6584433705223345,83.72
2577,kawhi leonard,leonaka01,2015,4539,2283,3.603065632,4.789006489,8.392072121,2.078845949,3.600038974,5.678884923,3.444919181,4.774206859,8.21912604,12.85468151,12.1137221,0.740959409,2.920704931,5.684152256,8.604857186,0.440937212,1.0,0.9136789295335003,0.9086734073498888,0.6014167334244179,83.37
2578,kawhi leonard,leonaka01,2016,5365,2719,5.487881894,4.530603771,10.01848566,2.583408802,4.597190987,7.180599789,5.128249918,4.72471971,9.852969628,17.48094634,15.5292184,1.951727945,4.457200233,5.625612492,10.08281272,-0.31116351,1.0,0.9998962304480543,1.0,0.7751153263619407,94.37
2579,kawhi leonard,leonaka01,2017,5697,2903,6.732524248,2.867492464,9.600016713,7.592037351,-1.858660902,5.733376449,7.299944462,1.992527567,9.292472029,17.94142241,13.91095985,4.030462562,7.134683934,2.588202046,9.722885979,-0.328174785,1.0,0.9788997177505406,0.9686699900276878,0.7924044458524047,92.84
2581,kawhi leonard,leonaka01,2019,6150,2979,5.69672089,1.354704959,7.051425849,4.467805287,-0.993884995,3.473920292,5.729369444,0.899991488,6.629360932,14.47116267,8.479706749,5.991455926,6.133344118,1.565571717,7.698915835,-0.107517527,1.0,0.8608303720003041,0.8198106597196817,0.662109433328071,79.58
2582,kawhi leonard,leonaka01,2020,4919,2359,6.273804044,3.20092856,9.474732604,5.352493823,2.743796124,8.096289948,6.385148193,3.253237681,9.638385873,14.91051131,11.73034839,3.180162919,5.464795972,4.076926782,9.541722753,-0.640120908,1.0,0.9683314672102686,0.9880054594416805,0.6786052984333583,90.33
2583,kawhi leonard,leonaka01,2021,4453,2205,6.117037009,1.461571272,7.578608281,5.888853704,1.210825888,7.099679592,6.334269037,1.477731542,7.812000579,11.88393182,9.596767434,2.28716439,6.063321268,2.013181083,8.076502351,-0.541231649,1.0,0.8828570768113367,0.8859164057572517,0.564968786442633,80.45
2585,meyers leonard,leoname01,2015,1904,953,-0.244792734,2.887647764,2.642855029,-2.717869896,3.130564327,0.412694432,-0.793196761,3.097026951,2.30383019,2.494145573,1.7855977,0.708547873,-0.887157429,2.486677768,1.599520339,0.063854996,1.0,0.606022775181235,0.6936329126899639,0.25490176731088626,55.11
2586,meyers leonard,leoname01,2016,2702,1333,-1.616318492,-0.413800556,-2.030119049,1.837911626,-1.232881313,0.605030313,-1.014839824,-0.598032433,-1.612872258,0.773513671,0.773513671,0.0,-0.964966639,-0.814180179,-1.779146819,0.019831014,1.0,0.3387149504234234,0.3950060171582131,0.1625964741997636,31.58
2587,meyers leonard,leoname01,2017,2598,1253,-3.719377015,-1.610698257,-5.330075273,-1.04301481,-0.216577455,-1.259592266,-3.398626749,-1.388811277,-4.787438026,-1.319846622,-1.094475499,-0.225371123,-2.532289535,-0.972500704,-3.504790239,0.073600349,1.0,0.2072563802808243,0.18164838062306082,0.06921728472106009,16.31
2589,meyers leonard,leoname01,2019,2188,1048,0.188381916,-4.09333067,-3.904948754,-0.025381058,-3.644466028,-3.669847086,0.119180402,-4.257369806,-4.138189404,-0.730952261,-0.913882579,0.182930318,-0.121548192,-3.601317499,-3.72286569,-0.598527037,1.0,0.194534835993184,0.21793928684292843,0.09132802106092969,17.75
2590,meyers leonard,leoname01,2020,2177,1065,-2.09261243,-0.955415526,-3.048027956,0.767922245,1.312725422,2.080647666,-1.670460472,-0.57431201,-2.244772482,0.278707897,0.170755255,0.107952642,-1.780430683,-0.926108899,-2.706539582,-0.394010116,1.0,0.30458729453980626,0.38853023108398027,0.15508428918472147,29.87
2592,jon leuer,leuerjo01,2014,1291,665,-0.09132309,0.694674267,0.603351177,-0.186943059,-1.465002537,-1.651945595,-0.109497164,0.260898918,0.151401754,0.997073635,0.750913353,0.246160282,-0.140650503,-0.019552274,-0.160202777,0.05733374,1.0,0.4426010827623903,0.5034849736021219,0.17182968022492748,39.77
2593,jon leuer,leuerjo01,2015,1657,833,-3.077272693,-0.634122927,-3.71139562,-4.02731221,2.934050334,-1.093261876,-3.470661978,0.013272906,-3.457389072,-0.301255448,-0.297200089,-0.004055358,-3.381923106,-0.539061583,-3.920984689,0.171644301,1.0,0.18297746166038267,0.2559938319984617,0.1074614968887365,19.15
2594,jon leuer,leuerjo01,2016,2663,1255,-1.259047009,0.281593254,-0.977453756,0.773890225,0.317675457,1.091565682,-0.860561406,0.336733804,-0.523827602,1.441218343,1.441218343,0.0,-1.45277266,-0.423420324,-1.876192985,1.082913612,1.0,0.3627137326659955,0.5039645601838264,0.20746168723662817,37.69
2595,jon leuer,leuerjo01,2017,3914,1944,-1.067473616,-0.223139408,-1.290613024,-2.305324821,3.097595844,0.792271023,-1.349605805,0.454244456,-0.895361349,1.838713581,1.838713581,0.0,-1.203143263,0.644385292,-0.558757971,-0.041084194,1.0,0.41702616691964334,0.4391232201074341,0.20659008580642851,37.27
2600,caris levert,leverca01,2019,2577,1207,1.01319965,1.425526941,2.438726591,0.496403694,1.322272819,1.818676512,0.982270565,1.497373344,2.479643909,3.2377486,2.575265948,0.662482653,0.459710634,0.821982888,1.281693522,0.147316774,1.0,0.4864783874733381,0.5878548476969011,0.2403375958858182,46.3
2601,caris levert,leverca01,2020,3147,1470,1.904538797,-0.33795211,1.566586687,0.801592378,-1.53107905,-0.729486672,1.843457084,-0.602941288,1.240515796,3.003925189,3.04607258,-0.04214739,1.831795065,-0.973780685,0.85801438,0.559752648,1.0,0.4617628454717652,0.5185915784045336,0.23155841895172297,42.55
2602,caris levert,leverca01,2021,3232,1486,0.681619456,-0.234774236,0.44684522,-0.728340134,-1.527910343,-2.256250478,0.385684479,-0.507922888,-0.122238409,1.989748443,1.989748443,0.0,1.033084822,-0.321551652,0.71153317,0.856979506,1.0,0.4532177882827186,0.4424180088680467,0.19347995171227714,38.42
2603,caris levert,leverca01,2022,3633,1781,0.67134028,-1.403703011,-0.732362731,2.007696489,-3.146623973,-1.138927484,0.982238167,-1.836573139,-0.854334972,1.706180654,1.706180654,0.0,0.425837569,-1.587803007,-1.161965438,-0.586944403,1.0,0.3439262774537235,0.40149616966586754,0.18283306318304776,32.52
2611,damian lillard,lillada01,2014,6863,3403,3.697557391,-1.594845319,2.102712072,5.276387504,-0.258680995,5.017706509,4.185661619,-1.424601839,2.761059781,9.689817875,7.350827641,2.338990233,4.620250671,-0.678342487,3.941908184,0.429382375,1.0,0.6416633864362113,0.6035850882757318,0.48258817940957266,58.76
2612,damian lillard,lillada01,2015,6212,3126,3.68334833,-1.269740187,2.413608143,3.08156745,-1.279658396,1.801909053,3.725676253,-1.374986114,2.35069014,8.140588171,8.074530897,0.066057274,4.273851539,-0.409273138,3.864578402,0.254402943,1.0,0.6371523135852531,0.5806467474731976,0.4244205150820173,56.28
2613,damian lillard,lillada01,2016,6398,3113,5.089483029,-1.834377131,3.255105898,2.813024592,-2.876801901,-0.063777309,4.874919997,-2.15398492,2.720935077,8.839456747,7.869893978,0.969562769,5.426271646,-1.769536533,3.656735113,1.347375064,1.0,0.6250276677630037,0.6013422465959477,0.45066036359052786,57.26
2614,damian lillard,lillada01,2017,5844,2845,6.083615371,-2.365713013,3.717902359,2.871336545,-1.804268123,1.067068422,5.754411253,-2.37764745,3.376763803,8.966363667,9.540376311,-0.574012644,5.904519907,-1.481495014,4.423024893,0.51266519,1.0,0.669729578632541,0.638000959429629,0.4554252342254921,60.43
2615,damian lillard,lillada01,2018,5822,2832,6.3287785,-0.632173442,5.696605059,3.794718642,2.067708658,5.8624273,6.154617221,-0.127381373,6.027235848,12.80760241,13.2590347,-0.451432285,5.593193973,0.252009193,5.845203166,0.882390274,1.0,0.7526930841620529,0.7861538074513469,0.5996490928488643,72.7
2616,damian lillard,lillada01,2019,7316,3488,6.469341391,-1.262435214,5.206906177,4.545869286,1.535082072,6.080951358,6.364833398,-0.762903153,5.601930245,15.00745276,13.34053237,1.666920386,6.579879462,-0.460805465,6.119073997,0.930902213,1.0,0.7686694808159769,0.7623805944937116,0.682245080002526,74.47
2617,damian lillard,lillada01,2020,5567,2617,8.735359255,-2.196621123,6.538738132,3.654737806,0.257407645,3.912145451,8.139388956,-1.78421116,6.355177796,12.3019275,11.9260111,0.375916408,8.449774712,-1.677231858,6.772542854,1.107812556,1.0,0.8067899247577355,0.8044847057808142,0.580662929371749,74.94
2618,damian lillard,lillada01,2021,5514,2646,8.380629438,-2.661983644,5.718645794,6.074539367,0.026774668,6.101314036,8.297669959,-2.214056664,6.083613295,12.30673553,9.044745626,3.261989904,8.42917109,-2.573118363,5.856052728,1.479375126,1.0,0.7533259989759469,0.7893051251017255,0.5808434525532984,72.37
2619,damian lillard,lillada01,2022,2186,1056,4.241353743,-1.693415572,2.547938171,2.10429832,-1.103867094,1.000431226,4.151001964,-1.620161798,2.530840165,2.866409561,2.866409561,0.0,4.689392686,-2.163773227,2.525619459,0.746725798,1.0,0.5590434507371072,0.5907165534631467,0.2263952318086904,48.78
2628,nassir little,littlna01,2022,2232,1088,-0.277946486,0.949484671,0.671538185,1.194230036,1.923305774,3.11753581,0.037707561,1.275729745,1.313437307,2.249052743,2.249052743,0.0,0.168385813,0.561540233,0.729926047,-0.290465024,1.0,0.5451488955369432,0.6272011871169939,0.24385900656774684,50.06
2643,kevon looney,looneke01,2021,2476,1161,-1.771158621,1.73454162,-0.036617001,3.299568107,1.536623131,4.836191238,-0.811845892,1.746490396,0.934644504,2.150976215,2.150976215,0.0,-2.481399936,1.948801185,-0.532598751,-1.461701606,1.0,0.41870477971928455,0.5516437945020226,0.21948678332818305,41.88
