,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,rimmade/(rimmade+rimmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,rating
27450,2017,kyle kuzma,112.8,26.7,53.9,56.34,11.2,22.7,15.0,14.7,142,255,0.557,25,78,0.321,1.6,1.1,36.3,Jr,3.99948,125.093,62.8,96.7197,30.8276,5.16579,0.303122,2.7931,6.5517,9.3448,2.4483,0.6207,0.4828,16.4138,5.28202,0.6928,98.7643,3.45396,163.806,5.35021,4.00991,1.3403,5.46892,26.59
27517,2010,kyle singler,117.4,24.0,49.2,54.49,7.0,14.6,13.4,13.8,143,337,0.424,85,213,0.399,2.2,1.7,37.8,Jr,5.68914,131.328,99.0,86.7343,35.95,7.24822,2.69598,2.25,4.75,7.0,2.4,1.025,0.8,17.675,8.90271,0.6634,91.8459,4.96123,269.529,9.43424,6.00785,3.42639,9.9442,29.49
27865,2013,langston galloway,110.9,19.8,52.5,55.19,2.4,8.9,14.1,13.1,70,159,0.44,80,203,0.394,1.0,2.4,21.8,Jr,3.47228,113.503,66.4,98.6503,35.6875,2.74729,1.13817,0.6875,2.9062,3.5938,2.25,1.375,0.3438,13.7812,11.1825,0.7636,102.155,3.34879,180.745,4.20619,3.89552,0.31067,3.88546,37.46
27962,2010,larry sanders,112.8,26.1,54.0,56.35,13.1,25.2,7.7,13.8,192,351,0.547,4,16,0.25,9.1,1.6,45.5,Jr,3.51395,123.657,29.4,88.9952,26.8857,4.31436,2.02299,3.0286,6.0857,9.1143,0.9714,0.7429,2.5714,14.3714,0.997726,0.6884,89.8001,3.47458,228.258,6.40892,2.22981,4.17911,6.33735,36.02
28067,2010,lavoy allen,114.8,19.7,54.4,55.71,12.3,23.6,14.9,14.4,166,296,0.561,5,23,0.217,4.6,1.0,27.6,Jr,3.73947,117.222,78.8,82.7441,34.4571,4.30145,3.97642,3.5429,7.1714,10.7143,2.3714,0.5429,1.4286,11.4857,1.23155,0.7868,86.2266,5.19519,258.252,9.94786,3.40173,6.54613,8.27787,34.42
29140,2015,malcolm brogdon,110.4,24.7,48.1,54.5,1.9,12.7,16.5,14.5,114,246,0.463,44,128,0.344,1.6,1.5,35.3,Jr,3.89039,122.124,80.6,85.3815,32.5,3.84808,3.60542,0.4706,3.4706,3.9412,2.3824,0.7059,0.4118,14.0,7.86777,0.619,89.9786,4.70434,175.598,6.85273,3.37137,3.48136,7.4535,54.39
29775,2011,marcus morris,122.3,25.9,60.1,62.51,11.5,19.0,11.4,13.7,214,345,0.62,26,76,0.342,2.4,1.7,51.1,Jr,4.85773,135.864,77.6,86.7767,28.3158,7.5064,2.43718,2.6053,5.0263,7.6316,1.6316,0.8421,0.6316,17.2105,4.00787,0.7755,91.705,3.93206,223.432,9.65942,6.81335,2.84607,9.94358,39.72
29842,2014,marcus thornton,107.0,27.3,53.9,57.44,0.8,6.9,16.2,14.9,94,206,0.456,89,216,0.412,0.7,1.8,32.2,Jr,3.46697,116.334,19.2,115.078,35.8,3.31958,-3.07572,0.2333,2.0333,2.2667,2.6,1.0333,0.2333,18.6333,12.4108,0.5488,113.623,1.80687,148.207,-1.00754,2.99809,-4.00563,0.243854,33.81
29843,2014,marcus thornton,99.7,19.6,44.9,50.25,10.4,16.6,4.0,17.8,90,206,0.437,5,11,0.455,5.8,1.3,62.7,Jr,1.31565,103.016,76.0,96.8707,25.9706,0.197704,1.49694,2.2353,3.8529,6.0882,0.4706,0.5294,1.3235,8.3235,0.752684,0.6147,99.9003,2.93543,165.798,1.7732,-0.886368,2.65957,1.69465,33.81
30111,2011,markieff morris,118.0,25.2,62.7,64.16,13.9,24.7,11.0,19.0,170,272,0.625,25,59,0.424,4.9,1.9,46.2,Jr,3.68026,129.928,76.6,82.7681,24.3684,6.16321,3.20885,2.7105,5.6053,8.3158,1.3947,0.7895,1.1316,13.6316,3.61883,0.7619,87.4686,3.72177,223.462,10.6049,5.65606,4.94879,9.37206,31.89
30563,2012,mason plumlee,107.0,22.4,57.2,56.8,12.0,24.5,11.7,19.9,143,250,0.572,0,0,0.0,5.2,1.6,70.4,Jr,2.93792,115.782,94.8,88.5568,28.3529,3.74099,2.73119,2.9118,6.2647,9.1765,1.6176,0.7647,1.6176,11.1471,0.0,0.6923,93.6311,3.691,221.67,7.27149,2.41226,4.85923,6.47218,36.05
30634,2018,matisse thybulle,103.7,19.0,53.6,55.3,3.2,7.5,15.5,20.6,83,158,0.525,58,159,0.365,4.8,5.2,17.7,Jr,1.85458,104.577,79.4,93.827,32.2059,2.34167,5.01367,0.8529,2.0588,2.9118,2.6176,2.9706,1.4412,11.1765,8.22149,0.6458,97.5821,3.93736,246.824,7.7419,2.35342,5.38848,7.35534,50.71
31079,2012,matthew dellavedova,118.2,23.6,53.1,59.89,2.0,8.3,33.3,20.6,92,176,0.523,58,161,0.36,0.2,1.4,46.6,Jr,4.88958,122.964,21.0,100.35,37.9677,4.87796,-0.456735,0.6129,2.6452,3.2581,6.4194,0.871,0.0645,15.9032,8.42761,0.6176,102.168,3.41148,166.781,3.50104,4.74036,-1.23932,4.42122,34.33
31981,2018,mikal bridges,130.1,22.0,62.3,65.53,5.2,13.7,10.6,10.9,140,236,0.593,104,239,0.435,3.5,2.7,28.2,Jr,5.85717,140.752,84.0,91.1493,32.175,8.46374,3.54853,1.35,3.95,5.3,1.925,1.525,1.075,17.65,10.6337,0.677,97.393,4.23621,268.23,11.9834,7.99537,3.988,12.0123,57.48
32203,2012,mike muscala,117.8,29.9,51.4,60.16,11.9,25.4,15.0,14.2,185,360,0.514,7,20,0.35,6.5,1.0,61.6,Jr,4.79832,131.302,9.2,92.5932,30.3235,6.75485,1.80054,2.7059,6.5294,9.2353,1.8529,0.4706,1.6471,17.3824,1.21407,0.6604,91.4805,3.55184,223.959,7.3978,3.86678,3.53102,8.5554,37.58
32262,2010,mike scott,104.5,24.9,51.1,53.45,9.8,21.6,11.4,15.2,140,276,0.507,3,7,0.429,1.1,1.4,22.6,Jr,2.95901,117.09,26.8,92.4721,27.4286,3.34545,0.538932,2.2857,4.8929,7.1786,1.25,0.6071,0.2857,11.9643,0.575595,0.6957,97.7203,3.21047,140.776,2.55812,1.20838,1.34975,3.88438,25.0
32432,2011,miles plumlee,107.2,16.4,51.8,53.45,14.3,17.2,3.5,19.3,72,139,0.518,0,0,0.0,2.4,2.0,38.8,Jr,1.22401,107.044,89.8,85.4979,16.973,0.3459,2.14304,2.0811,2.8108,4.8919,0.3514,0.5946,0.4595,4.7568,0.0,0.6429,89.9131,2.44002,136.535,4.21001,1.50016,2.70984,2.48894,28.89
32688,2016,monte morris,122.1,19.9,53.6,56.07,2.4,8.9,28.9,12.1,150,280,0.536,38,106,0.358,0.7,2.6,24.9,Jr,5.48408,129.925,83.6,99.5178,38.0286,4.74733,1.77352,0.7429,3.2,3.9429,6.8857,1.7714,0.2571,13.8286,4.46377,0.5857,105.007,3.84367,239.295,7.36575,6.30426,1.0615,6.52085,38.18
32717,2015,montrezl harrell,113.7,22.6,57.8,58.81,10.0,19.1,9.2,15.1,204,339,0.602,9,37,0.243,3.7,1.6,50.8,Jr,4.44348,124.102,84.0,83.8085,35.1143,5.41646,3.16934,3.1714,6.0,9.1714,1.4,0.9429,1.2,15.6857,1.81952,0.7789,89.4932,5.27412,244.458,7.45216,3.50642,3.94574,8.58579,55.19
32747,2018,moritz wagner,114.8,24.6,60.3,61.76,6.5,25.0,6.7,13.1,150,245,0.612,62,158,0.392,2.0,2.2,26.3,Jr,3.78162,127.327,76.4,85.1106,27.641,5.04275,3.27625,1.4615,5.6667,7.1282,0.8462,0.9744,0.5128,14.6154,9.10871,0.7241,91.4329,4.24166,227.579,6.97039,3.51536,3.45504,8.319,33.26
33972,2011,nikola vucevic,115.9,25.1,53.9,57.8,9.8,25.6,11.0,12.1,186,343,0.542,29,83,0.349,4.4,0.9,38.3,Jr,5.02313,127.878,44.0,88.3293,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,4.32851,0.7029,93.3056,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,47.37
34171,2014,norman powell,119.5,19.2,56.8,61.08,3.0,9.6,11.8,11.8,133,219,0.607,20,68,0.294,1.8,3.1,42.9,Jr,3.08126,123.054,89.6,96.2664,25.7297,3.12089,2.46447,0.6486,2.1892,2.8378,1.7027,1.3784,0.3784,11.4054,4.06827,0.726,100.826,2.96353,176.831,5.97023,3.98319,1.98704,5.58536,33.45
34725,2014,pat connaughton,123.8,17.8,56.3,58.9,3.9,19.6,15.6,10.3,79,142,0.556,76,201,0.378,1.7,1.7,19.2,Jr,4.60474,124.691,80.8,101.654,37.1875,6.18144,1.27107,1.1875,5.9062,7.0938,2.9688,1.0312,0.5625,13.7812,10.542,0.6389,106.57,3.54768,208.939,7.04849,5.40792,1.64056,7.4525,42.13
34843,2010,patrick patterson,129.5,17.2,60.7,62.42,10.6,13.4,5.5,10.7,191,305,0.626,24,69,0.348,4.1,1.2,34.8,Jr,4.93367,129.198,98.2,89.5707,33.0263,6.23586,2.5092,3.0526,4.3947,7.4474,0.9474,0.7105,1.3421,14.3158,3.09222,0.8242,94.0703,4.19133,233.26,9.11359,5.81768,3.29592,8.74506,35.0
35598,2011,quincy acy,109.3,21.2,53.4,57.67,11.3,18.2,6.0,18.5,134,249,0.538,0,2,0.0,5.5,1.8,62.2,Jr,3.03994,114.488,60.8,91.7151,31.1667,2.41335,1.7928,2.8,4.8333,7.6333,0.8667,0.9333,1.5,12.5,0.12646,0.7414,93.5673,3.79231,193.507,4.43228,1.5242,2.90808,4.20615,31.31
35643,2014,quinn cook,120.2,20.7,53.5,57.11,1.5,7.5,27.7,16.1,72,142,0.507,65,175,0.371,0.1,2.8,25.6,Jr,4.09676,128.107,93.6,99.414,29.7714,5.42529,1.37231,0.3714,1.8,2.1714,4.3714,1.3429,0.0286,11.6,10.1886,0.6463,104.853,3.11592,157.19,7.05535,6.67272,0.382629,6.7976,14.57
36163,2013,ray mccallum,116.4,24.4,52.4,56.57,4.0,13.3,23.5,12.8,158,290,0.545,39,123,0.317,1.7,3.0,46.7,Jr,5.20097,125.439,95.0,101.013,37.2903,6.07031,0.999121,1.3226,3.8387,5.1613,4.4516,1.9677,0.5806,18.4194,6.09953,0.663,101.748,3.22081,222.896,6.27909,5.70333,0.575761,7.06943,26.46
36317,2013,reggie bullock,126.5,18.2,59.8,61.7,6.6,15.8,16.2,12.3,80,149,0.537,85,198,0.429,0.9,2.2,21.0,Jr,4.78008,128.974,97.2,92.1141,31.6176,8.0144,2.48029,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529,10.2971,0.68,96.5996,3.69359,214.266,10.8455,7.95074,2.89476,10.4947,36.92
36346,2011,reggie jackson,120.5,27.2,58.5,61.79,3.9,11.3,29.7,16.0,148,266,0.556,71,169,0.42,1.7,1.9,31.5,Jr,6.04835,137.307,82.4,103.775,34.1471,8.68046,0.679261,1.0294,3.2647,4.2941,4.4706,1.0588,0.5294,18.1765,9.07322,0.66,108.416,2.74324,187.742,7.80425,7.60689,0.197362,9.35972,43.82
36958,2010,robbie hummel,123.3,23.4,52.9,59.75,6.3,20.5,15.2,8.7,92,178,0.517,43,118,0.364,3.6,2.1,41.2,Jr,4.99469,133.291,88.4,83.6613,30.2593,8.71893,4.04056,1.6296,5.2963,6.9259,2.0741,1.0741,1.037,15.6667,8.62759,0.6957,88.1727,4.49855,178.647,11.9577,6.96378,4.99392,12.7595,34.09
37077,2011,robert sacre,110.7,25.0,49.1,58.39,12.0,16.8,8.5,19.5,135,274,0.493,0,1,0.0,8.0,1.7,68.7,Jr,2.95552,119.113,65.2,89.4159,26.1176,2.58715,2.72336,2.5,3.9412,6.4412,1.1176,0.7647,1.8529,12.5294,0.0658215,0.6545,92.7907,3.37475,195.015,6.54251,1.28283,5.25968,5.31051,21.93
37243,2012,rodney mcgruder,118.6,21.6,52.5,56.42,8.0,10.6,9.7,12.6,138,276,0.5,50,130,0.385,0.9,2.1,29.8,Jr,4.5351,125.903,79.0,91.7663,32.8788,6.48142,1.59139,2.2727,2.9697,5.2424,1.3939,1.1515,0.2727,15.8485,7.10537,0.7065,96.1208,3.90115,191.063,7.01549,5.39007,1.62542,8.07281,23.78
37615,2019,rui hachimura,121.7,26.4,60.8,63.9,5.8,17.0,9.3,12.9,260,429,0.606,15,36,0.417,2.4,1.8,47.7,Jr,4.97771,134.933,70.6,88.1291,30.2162,5.90307,2.48868,1.3784,5.0811,6.4595,1.5405,0.9459,0.7297,19.7027,1.79906,0.7198,91.0383,4.33338,232.965,6.43262,4.02255,2.41007,8.39175,20.03
37673,2014,ryan anderson,110.2,26.8,49.7,57.03,10.3,18.6,11.1,15.2,140,279,0.502,4,15,0.267,2.1,1.6,70.7,Jr,4.04074,126.08,73.4,107.634,31.4516,3.70943,-1.3593,2.4194,4.6452,7.0645,1.3871,0.8065,0.6452,14.4516,0.985998,0.6266,113.018,2.35891,163.89,1.76494,2.24158,-0.47664,2.35013,46.01
37811,2012,ryan kelly,119.8,21.5,52.7,59.67,8.2,15.3,8.6,14.5,67,143,0.469,40,98,0.408,3.5,1.7,58.1,Jr,3.77769,128.068,97.0,92.7318,25.9032,5.76087,1.98616,1.8065,3.5806,5.3871,1.129,0.7742,1.0,11.8387,7.10468,0.6364,98.1095,2.99745,155.652,7.59892,5.2399,2.35901,7.74703,24.76
38113,2015,sam dekker,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,163,255,0.639,50,151,0.331,1.5,1.1,27.8,Jr,5.38639,137.801,97.8,92.4654,30.975,8.23919,1.21532,1.925,3.575,5.5,1.225,0.525,0.45,13.9,8.18515,0.7528,98.6443,3.73184,191.916,9.19569,8.08795,1.10774,9.45451,23.15
38609,2013,sean kilpatrick,108.5,25.1,48.2,51.81,4.3,12.5,13.2,14.0,112,221,0.507,82,267,0.307,0.7,2.2,29.7,Jr,4.24702,121.235,32.0,88.7645,34.3824,5.74919,1.65779,1.3529,3.8529,5.2059,1.8529,1.2353,0.2353,16.9706,14.0237,0.6737,92.3034,4.38263,200.036,5.40933,4.33127,1.07806,7.40697,8.65
38737,2017,semi ojeleye,127.5,24.5,57.2,62.15,8.4,15.0,9.3,10.7,137,259,0.529,73,172,0.424,1.6,0.8,50.8,Jr,6.14099,139.625,94.8,95.2416,34.1429,7.8568,0.587465,2.2857,4.5714,6.8571,1.5143,0.4286,0.4,19.0,9.00412,0.6364,97.0548,3.99167,200.323,6.64165,6.59566,0.0459893,8.44427,28.92
38766,2012,seth curry,113.0,21.7,51.5,57.26,3.0,6.8,16.2,18.0,77,169,0.456,64,167,0.383,0.6,2.5,35.1,Jr,3.69796,121.276,41.8,96.4137,30.1765,4.57153,1.49202,0.7647,1.8529,2.6176,2.4412,1.2647,0.2059,13.2059,9.4722,0.6604,101.938,3.11168,167.205,5.70476,4.8465,0.858257,6.06355,39.62
38816,2013,shabazz napier,115.3,24.2,54.4,59.84,1.7,11.6,27.9,16.3,78,160,0.487,68,171,0.398,0.3,3.3,43.5,Jr,5.27609,127.703,83.8,92.6125,37.25,6.16223,2.4423,0.5,3.8929,4.3929,4.6071,2.0,0.1071,17.0714,10.1011,0.6571,96.6926,4.13694,190.602,8.40699,6.88986,1.51713,8.60453,43.45
38831,2018,shake milton,119.8,24.7,55.1,60.6,2.1,13.5,25.9,15.7,67,145,0.462,56,129,0.434,2.3,2.4,40.5,Jr,5.11587,128.342,82.2,99.3025,36.3636,5.87966,1.65826,0.6364,4.0455,4.6818,4.3636,1.4091,0.6364,18.0,10.011,0.4844,99.4079,3.8038,144.126,5.67384,4.45827,1.21557,7.53792,29.83
39238,2011,shelvin mack,107.1,27.9,49.0,53.25,2.7,14.3,25.1,16.9,107,237,0.451,85,242,0.351,0.3,1.4,32.6,Jr,3.83872,121.094,41.4,96.6054,32.1892,5.59095,0.744108,0.7297,3.7568,4.4865,3.4865,0.7297,0.0811,15.9189,12.5489,0.6211,100.157,3.34166,195.04,5.48578,4.54418,0.941604,6.33506,32.68
39475,2012,solomon hill,110.6,22.4,56.1,60.09,8.3,19.1,18.6,20.7,114,207,0.551,37,95,0.389,1.6,1.9,51.7,Jr,3.45649,116.664,91.8,90.1364,32.4,3.84051,2.38114,2.1714,5.5714,7.7429,2.6,1.0286,0.5143,12.9143,5.14117,0.7281,92.765,4.04239,228.927,6.42309,3.41547,3.00762,6.22165,34.07
39518,2014,spencer dinwiddie,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,4.90165,134.038,73.8,96.9882,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,7.073,0.5682,100.765,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,48.81
39820,2016,sterling brown,120.4,17.7,68.5,71.59,5.9,12.3,16.4,27.6,79,125,0.632,30,56,0.536,1.9,2.4,34.8,Jr,3.08999,120.262,78.4,94.7209,27.5333,3.44681,2.95146,1.3,3.1,4.4,2.6333,1.1,0.4333,10.0667,4.08356,0.716,95.8801,3.27099,156.072,6.78528,4.19769,2.58759,6.39827,28.37
40347,2013,tarik black,100.7,19.9,58.9,56.06,10.1,16.0,4.1,18.6,103,175,0.589,0,0,0.0,3.1,1.9,66.3,Jr,1.17466,101.711,87.8,89.6753,20.7188,-1.3024,1.494,1.7812,3.0312,4.8125,0.4375,0.6875,0.625,8.0625,0.0,0.6612,92.8247,2.58442,131.103,0.603597,-0.635409,1.23901,0.191601,27.38
40422,2015,taurean prince,110.1,26.1,55.8,57.25,8.1,16.3,11.6,18.9,103,196,0.526,59,147,0.401,3.9,3.5,28.6,Jr,3.49431,125.807,62.6,86.646,26.303,7.6071,3.55238,1.8182,3.7576,5.5758,1.2727,1.4242,0.8788,13.9091,11.0406,0.6698,91.3623,3.70557,173.764,9.71707,5.46339,4.25369,11.1595,33.63
40659,2018,terence davis,99.7,26.9,48.3,51.2,5.5,19.0,16.4,17.3,98,200,0.49,59,186,0.317,3.6,1.9,24.4,Jr,2.41884,113.719,66.0,100.477,27.3125,2.9435,0.393805,1.4688,4.7188,6.1875,2.0938,0.9062,0.875,13.7812,12.0493,0.6098,105.708,2.70345,180.438,3.30677,1.9924,1.31437,3.33731,50.1
41076,2012,thomas robinson,106.7,29.4,51.2,54.87,11.1,30.7,13.1,16.8,254,503,0.505,7,14,0.5,2.9,2.0,46.2,Jr,4.42882,125.972,94.6,78.9353,31.7949,4.77229,2.79446,2.8974,8.9744,11.8718,1.8462,1.0769,0.8718,17.7436,0.665341,0.645,84.1211,5.21431,313.096,6.34106,2.2429,4.09816,7.56676,28.15
41166,2012,tim frazier,104.2,32.7,44.6,50.8,4.1,12.0,45.3,19.0,181,411,0.44,27,86,0.314,0.9,4.0,40.4,Jr,5.00504,124.553,66.2,94.3102,37.125,5.11037,3.05301,1.375,3.3125,4.6875,6.1875,2.375,0.2188,18.8125,4.56052,0.5215,100.901,4.12732,227.142,8.26079,5.67174,2.58905,8.16337,31.81
41173,2013,tim hardaway jr,104.9,22.3,50.4,52.71,0.8,14.5,12.9,15.0,125,260,0.481,68,190,0.358,1.4,1.2,23.3,Jr,3.56531,114.944,68.0,93.4428,34.9459,3.15549,1.15365,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432,9.19968,0.7412,99.6,3.8968,214.122,4.53743,3.20031,1.33712,4.30914,40.04
41375,2014,tj mcconnell,111.6,17.1,51.8,52.84,1.9,10.9,30.4,19.9,91,180,0.506,36,100,0.36,0.7,3.3,17.9,Jr,2.66198,112.42,30.6,85.381,32.2368,2.12246,5.16911,0.5,3.0789,3.5789,5.3158,1.6842,0.2105,8.4474,5.06481,0.6552,89.9376,4.8914,230.673,8.1427,3.60115,4.54156,7.29157,44.05
41686,2015,tony parker,104.7,24.6,54.3,55.68,12.3,18.1,3.6,16.9,150,276,0.543,0,0,0.0,4.2,1.3,58.0,Jr,2.47283,116.5,95.4,94.7195,24.6471,1.06111,0.290351,2.7353,4.0,6.7353,0.4118,0.5588,0.9118,11.5294,0.0,0.6509,99.1878,2.77483,163.764,1.29467,0.75454,0.540125,1.35146,30.6
41698,2013,tony snell,105.0,22.0,51.6,56.23,1.6,8.1,22.4,18.5,80,177,0.452,64,164,0.39,1.9,1.6,29.9,Jr,2.92387,112.42,19.6,93.548,31.2286,3.9188,1.59595,0.4,2.2286,2.6286,2.8857,0.8286,0.4857,12.5143,9.27022,0.5536,97.3769,3.48131,174.245,4.17125,2.93837,1.23289,5.51475,27.28
42295,2014,treveon graham,111.2,26.7,50.6,54.38,7.0,21.2,15.3,13.5,127,251,0.506,58,172,0.337,0.7,1.8,42.6,Jr,3.53051,124.83,21.2,89.4938,28.2571,6.00322,1.91621,1.9714,5.0286,7.0,2.0,0.9143,0.1714,15.8,9.8286,0.6466,92.28,3.88519,191.51,5.92498,4.06135,1.86363,7.91944,21.31
42673,2010,tristan thompson,113.5,22.5,52.0,58.69,3.0,9.1,12.9,15.8,79,175,0.451,58,144,0.403,0.2,1.4,49.2,Jr,3.03275,114.431,45.6,105.175,30.9355,3.34008,-0.290638,0.7419,2.5484,3.2903,1.7742,0.7419,0.0645,14.9032,8.64235,0.5556,103.029,2.25328,156.205,1.58427,2.86634,-1.28207,3.04944,36.83
42712,2012,troy daniels,111.6,19.1,53.2,55.84,4.0,12.4,4.3,13.1,18,52,0.346,94,247,0.381,0.3,3.0,17.1,Jr,2.24563,112.389,60.4,93.0803,24.4167,4.44255,1.1741,0.8889,2.4167,3.3056,0.4722,1.1944,0.0556,10.0278,17.1802,0.3333,92.7424,2.79925,154.735,4.09167,3.48823,0.603437,5.61665,27.51
43068,2013,tyler johnson,107.1,22.7,50.0,52.99,4.1,12.2,19.2,12.8,87,185,0.47,30,79,0.38,0.6,1.8,26.5,Jr,2.93545,114.096,29.4,95.8071,29.5926,3.47992,1.33662,1.0741,2.963,4.037,1.9259,0.8148,0.1481,11.6667,6.40614,0.6042,100.257,3.06217,121.907,5.04119,3.59666,1.44453,4.81655,34.92
43291,2011,tyler zeller,120.8,22.8,54.7,59.99,10.8,15.2,4.4,11.5,210,384,0.547,0,0,0.0,4.2,1.4,54.9,Jr,4.40524,131.536,97.0,87.1484,28.1351,5.77187,3.0424,2.8919,4.3514,7.2432,0.6216,0.7297,1.2162,15.7027,0.0,0.7623,93.6054,3.87047,223.168,8.04261,4.69588,3.34673,8.81427,32.11
43735,2013,victor oladipo,122.7,22.6,64.8,67.12,11.7,14.0,15.2,21.1,152,236,0.644,30,68,0.441,2.8,4.6,42.8,Jr,4.76925,134.043,73.0,81.39,28.3611,8.76043,5.58813,2.5833,3.75,6.3333,2.0556,2.1667,0.7778,13.6389,3.95201,0.6978,85.8364,4.35053,246.196,15.2772,8.79828,6.47896,14.3486,51.27
44389,2015,willie cauley stein,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,135,236,0.572,0,0,0.0,7.1,2.9,54.2,Jr,2.78798,118.634,91.6,74.9298,25.9487,5.07159,6.25944,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,0.0,0.7518,79.0904,4.67976,235.411,12.7451,4.42742,8.31771,11.331,38.29
