,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,multiplier,pt_rating,raptor_rating,war_rating,total_score
672,trey burke,burketr01,2015,4408,2288,0.043613882,-1.567880384,-1.524266502,-0.051701389,-3.289515099,-3.341216487,0.042666264,-2.045011596,-2.002345332,0.864371322,0.864371322,0.0,0.14616276,-1.312134365,-1.165971605,-0.922294467,1.0,0.3926693507578901,0.3445328837063786,0.15122633467458144,31.43
673,trey burke,burketr01,2016,2661,1366,1.192153767,-2.438847243,-1.246693476,-2.101641206,0.209764291,-1.891876915,0.583198253,-2.06707829,-1.483880037,0.872903792,0.872903792,0.0,0.386189429,-2.000697083,-1.614507654,-1.051642878,1.0,0.3684563681851497,0.37397560685146164,0.151546696367598,31.63
674,trey burke,burketr01,2017,1456,723,-1.221858444,-2.599902797,-3.821761241,-5.942908735,-2.835279012,-8.778187747,-2.324753481,-2.795482633,-5.120236114,-0.863071619,-0.893679828,0.030608209,-1.907690069,-3.650833404,-5.558523473,-1.148046019,1.0,0.15554954273607696,0.1674734045544859,0.08636744326702746,14.27
675,trey burke,burketr01,2018,1614,785,4.178970887,-1.815871022,2.363099865,4.681448748,-4.831508437,-0.150059689,4.559963605,-2.525509227,2.034454378,1.893622567,1.893622567,0.0,3.499105781,-2.896126937,0.602978844,-1.169153794,1.0,0.488161266043563,0.5737755686071712,0.1898707918350016,44.57
676,trey burke,burketr01,2019,2371,1125,1.974455349,-0.322064659,1.65239069,1.286722148,0.490741979,1.777464127,2.03395714,-0.140762796,1.893194344,2.633266532,2.633266532,0.0,1.303031058,-0.922647809,0.380383249,-1.089321381,1.0,0.47614505625502984,0.5657536621987065,0.21764160062271004,44.51
677,trey burke,burketr01,2020,1401,676,1.800187529,-0.091245575,1.708941954,5.009709714,-1.751940171,3.257769543,2.54123669,-0.440924061,2.100312629,1.66316135,0.950829344,0.712332006,2.148384503,-0.496100622,1.652283881,-1.477610324,1.0,0.5448051068920603,0.5775155416964256,0.18121785245721655,46.62
678,trey burke,burketr01,2021,1931,928,-0.231073038,-1.618794837,-1.849867875,-0.51226608,0.105298707,-0.406967373,-0.338820711,-1.361169158,-1.699989869,0.489513297,0.699886665,-0.210373368,0.109203693,-1.830087255,-1.720883562,-0.558950651,1.0,0.3627139579322707,0.3617031133714373,0.13715184609978043,30.59
680,alec burks,burksal01,2014,4280,2193,1.572130061,-1.184526252,0.387603809,-2.420383956,1.328664962,-1.091718994,0.886985921,-0.674503918,0.212482003,3.30668063,3.30668063,0.0,0.184383696,-0.228373578,-0.043989882,-0.229974543,1.0,0.45323644222467285,0.4703089938287872,0.24292573060341655,40.71
681,alec burks,burksal01,2015,1719,899,0.460499259,-2.809767946,-2.349268687,-0.102145963,-6.076216798,-6.178362761,0.389829129,-3.678499444,-3.288670316,-0.246138872,-0.246138872,0.0,-0.063235911,-1.860615376,-1.923851287,-0.362094248,1.0,0.4221087655405083,0.325781727340912,0.13143709682549673,31.33
682,alec burks,burksal01,2016,1588,797,0.345475158,-2.043691651,-1.698216493,-1.761391526,2.946563403,1.185171877,-0.066691525,-1.155990135,-1.22268166,0.619269305,0.619269305,0.0,-0.128644691,-1.063345325,-1.191990016,-0.280554222,1.0,0.4303913003930001,0.42768945858160756,0.15622605803035158,36.08
683,alec burks,burksal01,2017,1309,653,-1.127692696,-0.534968445,-1.662661141,-1.968323662,-0.331397654,-2.299721316,-1.382040284,-0.572243374,-1.954283659,0.264954934,0.264954934,0.0,-1.599485572,-0.860467645,-2.459953217,-0.054169538,1.0,0.32281731926420165,0.3472622207433514,0.12872053636746372,28.35
684,alec burks,burksal01,2018,2420,1179,0.418642105,-1.339031647,-0.920389542,-0.823417866,-0.767856227,-1.591274094,0.188233094,-1.363854247,-1.175621153,0.94681923,0.616042334,0.330776896,-0.330795762,-1.06075042,-1.391546182,-0.320079384,1.0,0.38049232883527917,0.3914810813087718,0.15432193904149408,32.81
685,alec burks,burksal01,2019,2850,1375,-0.360184752,-1.29373414,-1.653918892,-2.837565625,-2.645415665,-5.48298129,-0.870407204,-1.59972592,-2.470133124,0.203662522,0.203662522,0.0,-0.362912486,-1.511761864,-1.87467435,-0.625814393,1.0,0.3544119860439598,0.31796804593742883,0.12641924015694245,28.37
686,alec burks,burksal01,2020,3911,1849,1.959188202,-1.408907694,0.550280507,-2.668656458,0.739872163,-1.928784295,1.200224934,-1.033895531,0.166329403,2.746207135,2.692238593,0.053968542,0.449159528,-0.812267122,-0.363107594,-0.249364952,1.0,0.4360097519362657,0.4676880696563684,0.22188208934255174,39.44
687,alec burks,burksal01,2021,2796,1383,2.141718102,-0.01272754,2.128990562,0.10492724,2.939202103,3.044129343,1.873676876,0.564556408,2.438233284,3.656493599,3.062619218,0.59387438,1.216249798,0.223679244,1.439929042,-0.712310737,1.0,0.5333417160956962,0.5967054554401606,0.2560598728843714,48.78
688,alec burks,burksal01,2022,4683,2318,0.90422332,0.930563506,1.834786825,1.382818622,3.2006012,4.583419822,1.071192011,1.44183446,2.513026471,6.171371348,6.171371348,0.0,1.064479465,1.97439188,3.038871345,-0.850133748,1.0,0.6196562101116644,0.6009528276735894,0.350483936889195,54.53
695,jimmy butler,butleji01,2014,5314,2809,0.151640578,3.013484435,3.165125013,1.292377924,1.946936237,3.23931416,0.429183085,2.919966511,3.349149596,8.663922684,8.722397418,-0.058474734,-0.044881056,3.720166207,3.675285151,-0.423729841,1.0,0.6540112556605885,0.6484347747238286,0.4440697292718897,59.94
696,jimmy butler,butleji01,2015,5880,3019,3.571287428,0.745183357,4.316470785,2.613437753,-0.991918568,1.621519186,3.581724095,0.409193174,3.990917268,10.44057795,7.35772376,3.082854194,3.616201455,1.486670748,5.102872203,-0.740432967,1.0,0.7310756086556494,0.6848796208348116,0.5107763557144664,65.87
697,jimmy butler,butleji01,2016,4975,2474,3.138730653,0.899852232,4.038582885,-0.957349288,1.840725255,0.883375967,2.503187124,1.151774735,3.654961859,8.034983877,8.034983877,0.0,2.630541678,1.605596498,4.236138176,-0.599242815,1.0,0.6842873606703639,0.6658013099205196,0.42045547677357265,61.14
698,jimmy butler,butleji01,2017,6110,3048,4.686357278,1.697679994,6.384037273,2.757994068,3.651329554,6.409323621,4.615727663,2.186635617,6.80236328,14.82461084,14.15540609,0.669204747,3.828905715,2.284227958,6.113133673,-0.245259776,1.0,0.7856117901321602,0.8445366458410153,0.6753800635365328,78.02
699,jimmy butler,butleji01,2018,4651,2334,5.883368287,1.788053882,7.671422169,3.507519302,4.091494289,7.599013592,5.663651331,2.404066519,8.06771785,12.73994626,11.50387641,1.236069851,4.900383885,2.620150267,7.520534152,-1.414453831,1.0,1.03390371193444,1.0996726610427756,0.7165306350686029,97.92
700,jimmy butler,butleji01,2019,5528,2606,3.465420223,2.026080606,5.491500829,3.407497934,1.213941384,4.621439318,3.642051091,1.970907089,5.61295818,11.13844142,8.284622372,2.85381905,3.481293736,2.079263386,5.560557122,-0.885089115,1.0,0.8313607145401398,0.854691687267872,0.5906763129604046,77.99
701,jimmy butler,butleji01,2020,5631,2765,4.346954792,1.77325568,6.120210472,1.974412682,0.084835767,2.059248449,4.086515305,1.512953691,5.599468996,11.8023759,8.796233576,3.006142327,4.850112608,1.489640125,6.339752734,-0.493136534,1.0,0.7978451956452226,0.7762264161724801,0.5619066728217564,73.08
702,jimmy butler,butleji01,2021,3878,1899,4.505702595,2.247700961,6.753403556,-0.334690339,1.839957089,1.50526675,3.805101507,2.285816284,6.09091779,8.574747277,8.870778513,-0.296031235,3.499056518,2.387818712,5.88687523,-0.348627394,1.0,0.9280774219056858,0.9649619042587247,0.5288658395834122,84.21
703,jimmy butler,butleji01,2022,5119,2560,5.002795179,1.166028269,6.168823449,2.378540433,1.479648189,3.858188622,4.738007859,1.266305635,6.004313494,11.58011597,6.701067793,4.879048176,3.966985432,1.788802255,5.755787687,-0.498008129,1.0,0.8429535969994322,0.8791384976905541,0.6089178265268566,79.8
731,kentavious caldwell pope,caldwke01,2014,3226,1583,-0.714361183,-0.752423589,-1.466784771,-1.337263581,3.936982374,2.599718793,-0.90089335,0.225947518,-0.674945832,1.678950625,1.678950625,0.0,-1.180891552,-0.065046417,-1.245937969,0.17399418,1.0,0.38835258696096864,0.4199135434310023,0.18181067948977614,34.86
732,kentavious caldwell pope,caldwke01,2015,5120,2587,-0.233093974,-0.857780329,-1.090874303,4.704571344,1.271739066,5.97631041,0.788027612,-0.449753643,0.338273969,4.092962773,4.092962773,0.0,1.244463358,-0.098944836,1.145518522,0.394968725,1.0,0.5174487754817045,0.4774524961317016,0.2724476250279085,44.12
733,kentavious caldwell pope,caldwke01,2016,5896,2950,0.415729658,1.712751322,2.128480979,2.264325838,1.232497297,3.496823135,0.822598449,1.715155702,2.537754151,7.993064535,7.415250047,0.577814488,0.741244131,2.115625035,2.856869166,0.069109511,1.0,0.7317975888269493,0.7228284824359521,0.5026578785087478,67.11
734,kentavious caldwell pope,caldwke01,2017,5081,2529,0.681093176,-0.146978045,0.534115132,0.2243994,-2.759983168,-2.535583768,0.667546642,-0.729986767,-0.062440124,3.476403088,3.476403088,0.0,0.391905736,-0.110190646,0.28171509,0.244845078,1.0,0.5179006003508063,0.5001663200433979,0.27422797746121513,45.03
735,kentavious caldwell pope,caldwke01,2018,5193,2458,0.597812092,-0.488748074,0.109064018,1.170518861,-0.547551331,0.622967529,0.770668714,-0.52836306,0.242305654,3.772833131,3.772833131,0.0,0.813275938,0.286456443,1.099732382,0.535759411,1.0,0.5149771368868477,0.4720026259928621,0.2604279784196115,43.52
736,kentavious caldwell pope,caldwke01,2019,4420,2035,1.055465121,0.208492838,1.263957959,-0.579170728,-2.250570965,-2.829741693,0.808161021,-0.297614038,0.510546983,3.388708417,3.388708417,0.0,0.302269956,-0.066767722,0.235502235,0.103039451,1.0,0.4683240539634103,0.4872355745855276,0.2460055610297432,41.98
737,kentavious caldwell pope,caldwke01,2020,4988,2370,-0.368955786,-0.227587248,-0.596543034,0.969205435,-1.449475537,-0.480270103,-0.141708044,-0.554616742,-0.696324785,2.493572226,1.927676707,0.565895519,-0.54727385,-0.146028631,-0.693302481,-0.110064185,1.0,0.501822109057077,0.5024393647990788,0.2548759349201803,44.03
738,kentavious caldwell pope,caldwke01,2021,4224,2048,-0.832800993,0.285005365,-0.547795628,2.213781283,0.465757672,2.679538955,-0.22013396,0.29790408,0.07777012,2.946467901,2.848528978,0.097938923,-0.788385287,1.021162461,0.232777174,-0.151932543,1.0,0.5149946439602652,0.5089248398124331,0.2523412287160117,44.71
739,kentavious caldwell pope,caldwke01,2022,4817,2329,-0.816760179,0.208690365,-0.608069815,-1.491687619,-1.542057923,-3.033745543,-0.990411825,-0.11902498,-1.109436806,1.955177919,1.955177919,0.0,-0.932038559,-0.015196044,-0.947234603,0.295954004,1.0,0.48537271804374954,0.4742874873727402,0.23061835252713617,41.75
743,isaiah canaan,canaais01,2015,1908,938,0.181859014,-1.504555187,-1.322696173,-1.517466853,1.319204669,-0.198262184,-0.064160982,-1.020724287,-1.084885269,0.800691228,0.800691228,0.0,-0.15079277,-1.202556778,-1.353349547,0.404531776,1.0,0.42080969580885336,0.4362971920841268,0.16371892912662897,36.23
744,isaiah canaan,canaais01,2016,4060,1966,0.129762446,-1.897427336,-1.76766489,-3.953669249,-2.296840122,-6.250509372,-0.609039834,-2.057094723,-2.666134557,0.083805467,0.083805467,0.0,-0.63125749,-2.201500209,-2.832757699,-0.367081235,1.0,0.3026924966421841,0.30683747271775264,0.12191906505409704,25.91
745,isaiah canaan,canaais01,2017,1377,687,-2.242090344,-0.190252408,-2.432342753,-4.917920448,-2.294603817,-7.212524265,-2.930809529,-0.668246678,-3.599056207,-0.307289362,-0.129904798,-0.177384565,-3.45617604,-0.662352326,-4.118528366,-0.525935798,1.0,0.2332837103873878,0.25385850937748883,0.10723494644032519,20.95
747,isaiah canaan,canaais01,2019,1306,629,-1.828394822,-2.535202144,-4.363596966,-1.97855397,-2.156996194,-4.135550163,-1.951873819,-2.572676199,-4.524550018,-0.549920284,-0.549920284,0.0,-1.420810959,-2.222520648,-3.643331607,-0.962959755,1.0,0.25893589792045657,0.2013013598198491,0.09812508107307732,19.71
772,jevon carter,carteje01,2021,1537,739,0.499293092,-0.828139079,-0.328845987,-1.540752953,-0.183479843,-1.724232796,0.077857114,-0.78402535,-0.706168236,0.765043066,0.846004737,-0.080961671,0.204571671,-1.014529657,-0.809957986,-0.589955388,1.0,0.4118877649114987,0.4181404785686841,0.14749693764692834,34.81
773,jevon carter,carteje01,2022,2190,1031,-1.572830021,-1.247373168,-2.820203189,-1.197067,0.777600596,-0.419466405,-1.605088282,-0.908845838,-2.513934121,0.113563058,-0.284121944,0.397685001,-1.416969723,-1.499037805,-2.916007528,-0.4523908,1.0,0.3578381808425938,0.37857679814662915,0.14764361886792238,31.31
774,michael carter williams,cartemi01,2014,5053,2414,-1.319121184,1.270998611,-0.048122573,2.146746075,-2.440271134,-0.293525059,-0.534324126,0.633228969,0.098904843,3.559658854,3.559658854,0.0,0.2133977,0.414627354,0.628025054,1.390914878,1.0,0.5384646483375228,0.5102450635273893,0.27766650744890486,46.27
775,michael carter williams,cartemi01,2015,4704,2340,-3.06078139,1.733178352,-1.327603038,-3.577989318,1.769112863,-1.808876455,-3.188758396,1.83845374,-1.350304656,1.683999663,2.104889828,-0.420890165,-2.587256231,1.696816267,-0.890439963,0.87539451,1.0,0.4890518006011787,0.45787333855970985,0.2184003019225966,40.97
776,michael carter williams,cartemi01,2016,3333,1649,-0.917715885,2.465286299,1.547570415,-2.861696518,0.986925614,-1.874770905,-1.352515233,2.343470174,0.990954941,3.162085889,3.162085889,0.0,-0.87784038,2.511216904,1.633376524,0.457804225,1.0,0.5981628898602415,0.5659687980806422,0.2612464247552064,50.19
777,michael carter williams,cartemi01,2017,1829,899,-2.840326373,2.646377815,-0.193948559,-2.148421861,0.990369988,-1.158051873,-2.84731835,2.446482937,-0.400835413,1.078538795,1.169373701,-0.090834906,-3.147263933,2.035424412,-1.11183952,0.674905658,1.0,0.3955915221946192,0.4354797872194119,0.1592675061336492,35.15
778,michael carter williams,cartemi01,2018,1700,835,-1.891511018,3.51345989,1.621948872,-2.533306996,1.28935797,-1.243949026,-2.168685896,3.291468373,1.122782477,1.643408394,1.643408394,0.0,-1.919725991,3.252943761,1.33321777,-0.388566376,1.0,0.5275812021414411,0.5220033407663577,0.18047620432645947,43.87
780,michael carter williams,cartemi01,2020,1742,833,0.847243614,3.607639918,4.454883532,2.740318329,-0.281054825,2.459263503,1.310628142,3.007144081,4.317772223,3.015189055,3.015189055,0.0,0.563721015,3.195096886,3.758817901,0.387843663,1.0,0.7902246491733795,0.8441293597580659,0.2783776009715375,68.25
781,michael carter williams,cartemi01,2021,1689,800,-4.671639313,2.62515945,-2.046479863,-1.887993544,5.122813838,3.234820294,-4.282254453,3.349204435,-0.933050019,0.744585693,0.744585693,0.0,-4.285201335,2.522310525,-1.76289081,0.405670184,1.0,0.3964909436493791,0.44578189163832926,0.1614017254800626,35.62
791,wendell carter jr,cartewe01,2021,2884,1375,-2.574710927,1.692389279,-0.882321648,-3.785946423,-0.929047053,-4.714993476,-2.934671737,1.255708611,-1.678963126,0.761786655,0.761786655,0.0,-2.538826071,1.198749278,-1.340076793,-0.00299053,1.0,0.3832707619660499,0.36289718475627664,0.14737467183865505,31.67
792,wendell carter jr,cartewe01,2022,3873,1852,-0.900816322,0.83330351,-0.067512812,0.711727883,3.420322954,4.132050837,-0.515273799,1.442330882,0.927057083,3.488158076,3.488158076,0.0,-1.38825176,1.310519808,-0.077731952,0.395535025,1.0,0.4514149695588756,0.5108884433111591,0.24973951627683535,42.33
795,alex caruso,carusal01,2020,3592,1685,-1.291567609,3.527451349,2.23588374,-1.238863318,4.189287646,2.950424327,-1.384990135,3.808425054,2.423434919,4.471569552,3.778382299,0.693187253,-1.568045516,4.076929907,2.508884391,0.457203985,1.0,0.7092555898644873,0.7150380990940517,0.3439954380145284,62.01
796,alex caruso,carusal01,2021,2785,1337,-1.595695729,3.348791065,1.753095336,-2.493834921,5.296235333,2.802400412,-1.850567055,3.899450791,2.048883736,3.249303803,3.587802681,-0.338498878,-1.603057748,4.140375545,2.537317797,0.416274912,1.0,0.6518393463515296,0.632054484838588,0.2648485946367824,54.77
797,alex caruso,carusal01,2022,2613,1260,0.721068167,4.25605415,4.977122317,-1.302827679,6.446431696,5.143604016,0.355837349,4.991965676,5.347803025,5.224073629,4.618216268,0.605857362,0.467913952,5.260975895,5.728889847,0.07078509,1.0,0.7648694460477472,0.7619347527175684,0.314916521937893,65.13
806,willie cauley stein,caulewi01,2018,4116,2044,-2.914694379,1.031741051,-1.882953328,-1.846587425,0.05093673,-1.795650695,-2.80426901,0.93586873,-1.868400279,0.916987533,0.916987533,0.0,-2.838582558,0.333564701,-2.505017857,-0.257619534,1.0,0.3203846288586043,0.3521393853375678,0.15320187264143922,29.05
807,willie cauley stein,caulewi01,2019,4822,2213,-2.648307994,1.444718015,-1.203589979,0.730825246,1.252683028,1.983508274,-2.106705468,1.506762826,-0.599942642,2.426611162,2.426611162,0.0,-1.729854044,1.65585202,-0.074002023,-0.040289349,1.0,0.4516163194973608,0.4241728413617694,0.20988247996900047,38.09
808,willie cauley stein,caulewi01,2020,2301,1097,-4.09970881,4.810339518,0.710630708,-2.359504621,2.330257683,-0.029246939,-3.960457512,4.67095571,0.710498198,1.919544185,1.919544185,0.0,-4.174329618,4.224062211,0.049732593,-0.887865327,1.0,0.4582957917661611,0.49859044890892457,0.1908440496874415,40.65
809,willie cauley stein,caulewi01,2021,1996,969,-2.549967789,1.974133314,-0.575834475,-0.500014866,4.545462638,4.045447772,-2.305167823,2.648862679,0.343694856,1.516949434,1.615593393,-0.098643959,-2.178071809,1.894003647,-0.284068162,-0.340873247,1.0,0.5283317734362207,0.5733124064102708,0.21087378345637445,46.58
848,marquese chriss,chrisma01,2020,2554,1196,-2.001304437,1.901826523,-0.099477913,-0.195915998,-2.491327592,-2.687243589,-1.665427851,1.178586523,-0.486841328,1.382656848,1.382656848,0.0,-2.059003388,1.069789567,-0.989213822,0.124156217,1.0,0.44243224583914303,0.473655230488227,0.18775457653361374,39.05
857,brandon clarke,clarkbr01,2022,3362,1542,1.697262575,1.351702196,3.048964771,-0.422381726,2.836943635,2.414561909,1.320345726,1.692370387,3.012716113,4.571634757,3.584915183,0.986719574,0.866222519,1.229656348,2.095878867,0.164593005,1.0,0.6825016317538227,0.7551951778035442,0.34850391799547364,62.63
863,gary clark,clarkga01,2021,1379,654,-3.382959717,-2.171896798,-5.554856514,-1.4589505,-1.00722237,-2.46617287,-3.149693925,-2.022714397,-5.172408322,-0.79462401,-0.79462401,0.0,-3.545794907,-2.788912681,-6.334707588,-0.060068547,1.0,0.1250143204435058,0.18096170129011743,0.09783112880681279,13.92
867,ian clark,clarkia01,2016,1529,732,-1.153355023,-3.674383446,-4.827738468,-5.434358222,-3.177542904,-8.611901125,-2.232478923,-3.852363709,-6.084842633,-1.246904488,-1.477840601,0.230936113,-1.981257539,-3.601171747,-5.582429286,-0.12373827,1.0,0.15425905329861334,0.11269511378603769,0.07195598354337984,11.81
868,ian clark,clarkia01,2017,2838,1356,0.623823851,-1.51130589,-0.887482039,-5.009863038,-0.632954019,-5.642817056,-0.625059279,-1.496144961,-2.121204239,0.44282636,0.231020169,0.21180619,0.011403442,-1.920926395,-1.909522953,-0.378242851,1.0,0.35253078024343487,0.33778309750877367,0.135398929748586,29.27
869,ian clark,clarkia01,2018,3514,1645,-1.122129668,-2.38890006,-3.511029728,-0.8979611,-1.654254481,-2.552215581,-1.149332133,-2.394065035,-3.543397168,-0.668281769,-0.569951081,-0.098330688,-1.205161474,-2.437609976,-3.64277145,-0.011027871,1.0,0.2589661364524748,0.2570192873342822,0.09368105891741191,21.69
870,ian clark,clarkia01,2019,2152,973,-2.086981553,-3.684948993,-5.771930546,-2.157842931,0.370823061,-1.78701987,-2.235510458,-3.038161149,-5.273671607,-1.257910026,-1.257910026,0.0,-2.246744783,-3.302576629,-5.549321412,0.414658507,1.0,0.18725554876920827,0.1905120905482421,0.08585132109949091,16.31
873,jordan clarkson,clarkjo01,2017,5017,2397,-0.195012026,-0.934797253,-1.129809279,-1.904156794,-1.910219652,-3.814376446,-0.510473911,-1.143546762,-1.654020673,1.345934747,1.345934747,0.0,-0.69293107,-1.13336934,-1.82630041,0.410379436,1.0,0.39272565187966696,0.40074498459212743,0.1862379242755651,34.41
874,jordan clarkson,clarkjo01,2018,4531,2174,0.899968787,-1.119384288,-0.2194155,-1.822563183,1.083845922,-0.738717261,0.388035524,-0.710933467,-0.322897943,2.630692161,2.914236949,-0.283544788,-0.113455549,-1.132551233,-1.246006781,-0.311231958,1.0,0.3883488723347741,0.4399057176991718,0.21754494281412556,36.5
875,jordan clarkson,clarkjo01,2019,4575,2214,1.911316647,-2.540019636,-0.628702989,1.598204901,0.034673381,1.632878282,2.035009123,-2.077627873,-0.042618749,3.042700568,3.042700568,0.0,2.078466364,-2.573352634,-0.49488627,-0.516887746,1.0,0.4288960432554127,0.4558222752621404,0.23301428648642247,39.0
876,jordan clarkson,clarkjo01,2020,3946,1905,3.050725407,-1.889274888,1.161450518,0.808226241,-1.153113267,-0.344887026,2.736674195,-1.853820587,0.882853608,3.509546531,3.346863337,0.162683194,2.168198442,-2.056706022,0.11149242,-0.466946393,1.0,0.5539556710019544,0.6100538477822751,0.30065108538579105,51.17
877,jordan clarkson,clarkjo01,2021,4433,2116,4.031388336,-0.924686358,3.106701978,-0.10826237,-1.992656139,-2.100918509,3.316883178,-1.256921722,2.059961455,5.201430425,4.952977791,0.248452634,3.724320213,-1.214827034,2.509493179,0.276357929,1.0,0.6501871074925748,0.632746477221522,0.34547299162466677,56.75
878,jordan clarkson,clarkjo01,2022,4711,2311,2.834213178,-0.971008253,1.863204925,2.237284786,2.239433803,4.476718589,2.798122861,-0.391520262,2.406602599,6.085724549,5.381616577,0.704107972,2.755396337,-0.394437563,2.360958774,-0.504839665,1.0,0.5830609680925225,0.5949092050250884,0.34726822637054255,52.86
891,norris cole,coleno01,2014,4628,2418,-1.58517117,-0.715151621,-2.30032279,-1.779642774,0.009004302,-1.770638472,-1.763627619,-0.602971486,-2.366599105,0.471092074,0.379318608,0.091773465,-0.885949312,-0.893705254,-1.779654566,-1.032186522,1.0,0.3595413672368136,0.3238475589673506,0.1364601994619704,29.04
892,norris cole,coleno01,2015,3696,1937,-1.983160875,-1.849352627,-3.832513503,-0.878422271,-0.608797417,-1.487219687,-1.891986671,-1.685401468,-3.577388139,-0.802641789,-0.884042597,0.081400807,-1.401645378,-1.4875127,-2.889158078,-1.571478971,1.0,0.29964787760461165,0.25508900046988264,0.08863635281461461,23.02
893,norris cole,coleno01,2016,2469,1198,-1.022799611,-2.80711515,-3.829914761,-0.68922735,-1.263651687,-1.952879037,-1.010350917,-2.637801693,-3.64815261,-0.547735351,-0.547735351,0.0,-1.239571963,-2.347205854,-3.586777817,-0.219481328,1.0,0.26198879842810885,0.25107041186182305,0.09820711697065536,21.69
905,john collins,collijo01,2020,2962,1363,0.348045095,-0.746817639,-0.398772544,-1.726379742,0.948127136,-0.778252606,0.000840825,-0.375499121,-0.374658296,1.654028557,1.654028557,0.0,0.56832572,-0.380118476,0.188207244,0.136592225,1.0,0.46577096420526487,0.43696633919502187,0.18087495092607148,38.37
906,john collins,collijo01,2021,5026,2424,1.245630323,0.99358608,2.239216402,3.870159217,0.169595058,4.039754275,1.836961957,0.866944774,2.70390673,6.799817318,5.022456993,1.777360325,2.388954663,0.620278689,3.009233351,-0.021905139,1.0,0.6180562846791091,0.6117925785186266,0.3740796852385727,55.47
907,john collins,collijo01,2022,3663,1785,0.876034532,0.626954704,1.502989236,-0.759745825,0.510061936,-0.249683889,0.542347912,0.682048774,1.224396686,3.600208716,3.547305035,0.052903682,1.358358912,0.498629148,1.856988061,-0.342305543,1.0,0.55585549794526,0.527773831196568,0.2539465902816646,46.98
917,zach collins,colliza01,2022,1089,502,-3.376229438,-0.139030455,-3.515259893,-1.80050836,0.218561819,-1.581946541,-3.258712912,-0.046039652,-3.304752564,-0.143482792,-0.143482792,0.0,-3.685307336,0.242012657,-3.443294678,0.984902215,1.0,0.2697343402899829,0.27057149048732054,0.11338525814284868,23.1
932,pat connaughton,connapa01,2020,3151,1414,-1.070392455,1.204377837,0.133985383,-1.248517445,-2.075406715,-3.323924161,-1.19242335,0.469151466,-0.723271884,1.461755838,1.315774614,0.145981224,-1.531267795,-0.0066774,-1.537945195,-0.283403613,1.0,0.37258938155080035,0.41716919278024006,0.17365584394066969,33.96
933,pat connaughton,connapa01,2021,4563,2121,0.111069757,1.627918285,1.738988042,0.614456145,1.046257981,1.660714126,0.211111973,1.571280165,1.782392137,4.974192277,3.194726584,1.779465694,0.374432161,1.50487999,1.879312152,-0.25046832,1.0,0.5570606024793111,0.5594614016828601,0.30553443058802837,49.51
934,pat connaughton,connapa01,2022,4247,2009,1.028143088,0.885371912,1.913515,-1.20513257,-2.363175491,-3.568308061,0.602942525,0.228709067,0.831651591,3.680611241,2.850737397,0.829873844,0.474214014,0.233643313,0.707857326,-0.528785076,1.0,0.4938228418802947,0.5054705348907383,0.2569653983210487,43.9
939,quinn cook,cookqu01,2020,1150,532,-1.529228956,-3.391794841,-4.921023796,-1.649132589,-0.023646028,-1.672778617,-1.690682697,-2.961151969,-4.651834665,-0.516782905,-0.373220043,-0.143562862,-2.104376831,-3.899718098,-6.004094929,-0.173035014,1.0,0.13149659554690113,0.19407309081441715,0.09936926321946288,14.69
954,demarcus cousins,couside01,2014,4572,2298,1.919317758,3.611777469,5.531095228,-0.066299898,1.027524539,0.961224641,1.679681199,3.317243054,4.996924252,9.160685353,9.160685353,0.0,0.893550351,3.135482001,4.029032352,0.822465736,1.0,0.6731073234840439,0.74200897047032,0.46272127210394776,64.63
955,demarcus cousins,couside01,2015,4077,2013,0.905395905,4.426311831,5.331707736,0.524106235,2.895268288,3.419374523,0.927559643,4.423062129,5.350621772,8.486441648,8.486441648,0.0,1.12895787,3.580605098,4.709562968,1.923042506,1.0,0.7098438934479541,0.7620948243527144,0.4374059935457416,66.13
956,demarcus cousins,couside01,2016,4784,2246,-0.063009479,4.198185767,4.135176288,1.355459624,2.342316009,3.697775633,0.251393495,4.102072003,4.353465498,8.343568857,8.343568857,0.0,0.915769114,3.464004225,4.379773339,2.444467719,1.0,0.6920411091289448,0.7054680908164521,0.43204166537221655,63.21
957,demarcus cousins,couside01,2017,4933,2465,3.285221309,2.362882761,5.64810407,2.796274677,-1.577139113,1.219135564,3.41818412,1.705837583,5.124021703,9.986797754,9.986797754,0.0,3.086545437,1.911261814,4.997807251,0.833810787,1.0,0.7254039667498239,0.7492266089474311,0.4937386407447176,67.64
958,demarcus cousins,couside01,2018,3629,1737,0.665673807,3.06883854,3.734512347,-0.971293374,-2.014135404,-2.985428777,0.310309288,2.196600594,2.506909882,4.722471671,4.722471671,0.0,1.182281283,2.845345896,4.027627178,1.356469436,1.0,0.6730314690378973,0.6006054774492715,0.2960832822681038,55.16
959,demarcus cousins,couside01,2019,1922,904,-0.418611985,5.714494465,5.29588248,-2.721113003,-0.582843242,-3.303956245,-1.051110372,4.718601046,3.667490674,2.970450892,3.076628172,-0.106177279,0.705046009,4.609691878,5.314737887,1.206023846,1.0,0.7425125937673047,0.6665127990692407,0.2303015868199419,58.6
